country,country_short,date,days,daily_cases,total_cases,deaths_daily,deaths_dotal,school_closure,days_since_schools_closed,workplace_closure,days_workplace_closure,public_events_cancelled,public_events_cancelled_days,public_transit_suspended,days_since_transit_suspend,information_campaign,information_campaign_days,internal_travel_control,days_since_internal_travel_ban,international_travel_controls,days_since_international_ban,stay_at_home,days_since_stay_at_home,rest_on_gatherings,days_rest_on_gatherings,use_face_masks,days_use_face_mask,mobility_index,policy_index,facemask_index,test_rate,testpositivity_rate
Argentina,ARG,2020-07-26,145,,153507,,2847,1,133,0.66,130,1,138,1,126,1,153,1,129,1,138,0.66,130,1,130,,,-47.14285714,88.67752846,,22.53718899,0.501781619
Argentina,ARG,2020-07-27,146,,162513,,2939,1,134,0.66,131,1,139,1,127,1,154,1,130,1,139,0.66,131,1,131,,,-47.57142857,88.70402283,,22.67136006,0.511380586
Argentina,ARG,2020-07-28,147,,162513,,2956,1,135,0.66,132,1,140,1,128,1,155,1,131,1,140,0.66,132,1,132,,,-47.2,88.73014682,,22.80107166,0.516521466
Argentina,ARG,2020-07-29,148,,167403,,3082,1,136,0.66,133,1,141,1,129,1,156,1,132,1,141,0.66,133,1,133,,,-46.62857143,88.75590814,,22.93058133,0.511446749
Argentina,ARG,2020-07-30,149,,173342,,3200,1,137,0.66,134,1,142,1,130,1,157,1,133,1,142,0.66,134,1,134,,,-45.88571429,88.7813143,,23.06308307,0.51141927
Argentina,ARG,2020-07-31,150,,178983,,3311,1,138,0.66,135,1,143,1,131,1,158,1,134,1,143,0.66,135,1,135,,,-45.4,88.80637261,,23.20036333,0.514136246
Argentina,ARG,2020-08-01,151,,185360,,3466,1,139,0.66,136,1,144,1,132,1,159,1,135,1,144,0.66,136,1,136,,,-44.97142857,88.83109016,,23.33764358,0.517117494
Argentina,ARG,2020-08-02,152,,191289,,3558,1,140,0.66,137,1,145,1,133,1,160,1,136,1,145,0.66,137,1,137,,,-44.48571429,88.85547385,,23.47492384,0.530459807
Bolivia,BOL,2020-02-25,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-02-26,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-02-27,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-02-28,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-02-29,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-01,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-02,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-03,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-04,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-05,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-06,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-07,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-08,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-09,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,
Bolivia,BOL,2020-03-10,0,,,,,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,,,1.968274,0,0,0,0
Bolivia,BOL,2020-03-11,0,,,,,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,,,2.109489,0,0,0.00375379,0
Bolivia,BOL,2020-03-12,1,,2,,0,1,1,0,0,1,1,0,0,0.5,3,0,0,0,0,0,0,0.25,1,,,2.044794,19.30037,0,0.008459698,0
Bolivia,BOL,2020-03-13,2,,3,,0,1,2,0,0,1,2,0,0,1,4,0,0,0.75,1,0,0,0.25,2,,,0.8623965,29.20957,0,0.014586989,0
Bolivia,BOL,2020-03-14,3,,10,,0,1,3,0,0,1,3,0,0,1,5,0,0,0.75,2,0,0,0.25,3,,,-0.6979865,32.94167,0,0.022741698,0
Bolivia,BOL,2020-03-15,4,,10,,0,1,4,0,0,1,4,0,0,1,6,0,0,0.75,3,0,0,0.25,4,,,-2.816227,35.17419,0,0.033666235,0
Bolivia,BOL,2020-03-16,5,,10,,,1,5,0,0,1,5,1,1,1,7,0,0,0.75,4,0,0,0.25,5,,,-6.453175,36.87575,0,0.048217592,0
Bolivia,BOL,2020-03-17,6,,11,,0,1,6,0,0,1,6,1,2,1,8,0,0,0.75,5,0.66,1,1,6,,,-10.07666,38.02388,0,0.06731919,0.283773292
Bolivia,BOL,2020-03-18,7,,12,,0,1,7,0.33,1,1,7,1,3,1,9,0,0,0.75,6,0.66,2,1,7,,,-15.26021,38.88487,0,0.088124638,0.197742553
Bolivia,BOL,2020-03-19,8,,12,,0,1,8,0.33,2,1,8,1,4,1,10,0,0,0.75,7,0.66,3,1,8,,,-20.84536,46.43741,0,0.114212467,0.197742553
Bolivia,BOL,2020-03-20,9,,15,,0,1,9,0.33,3,1,9,1,5,1,11,0,0,0.75,8,0.66,4,1,9,,,-26.04609,49.37438,0,0.145642153,0.183174578
Bolivia,BOL,2020-03-21,10,,19,,0,1,10,0.33,4,1,10,1,6,1,12,1,1,0.75,9,0.66,5,1,10,,,-29.36681,51.41916,0,0.182017138,0.048803678
Bolivia,BOL,2020-03-22,11,,20,,0,1,11,1,5,1,11,1,7,1,13,1,2,0.75,10,0.66,6,1,11,,,-37.59127,62.25182,1.31769,0.222494628,0.065810001
Bolivia,BOL,2020-03-23,12,,27,,0,1,12,1,6,1,12,1,8,1,14,1,3,0.75,11,0.66,7,1,12,,,-45.64201,66.86389,1.795709,0.265891527,0.062846288
Bolivia,BOL,2020-03-24,13,,28,,0,1,13,1,7,1,13,1,9,1,15,1,4,0.75,12,0.66,8,1,13,,,-53.54027,70.20763,2.124712,0.310856448,0.068304112
Bolivia,BOL,2020-03-25,14,,32,,0,1,14,1,8,1,14,1,10,1,16,1,5,0.75,13,0.66,9,1,14,,,-60.23264,72.83809,2.3755,0.356082249,0.068701205
Bolivia,BOL,2020-03-26,15,,39,,0,1,15,1,9,1,15,1,11,1,17,1,6,0.75,14,0.66,10,1,15,,,-66.74232,74.99369,4.461585,0.400538152,0.094258148
Bolivia,BOL,2020-03-27,16,,61,,0,1,16,1,10,1,16,1,12,1,18,1,7,0.75,15,0.66,11,1,16,,,-72.3219,76.80637,5.333666,0.443683071,0.11928786
Bolivia,BOL,2020-03-28,17,,74,,0,1,17,1,11,1,17,1,13,1,19,1,8,0.75,16,0.66,12,1,17,,,-80.88395,78.35899,5.972037,0.485599732,0.129874732
Bolivia,BOL,2020-03-29,18,,81,,0,1,18,1,12,1,18,1,14,1,20,1,9,0.75,17,0.66,13,1,18,,,-83.02818,79.70768,6.480552,0.527000875,0.126055709
Bolivia,BOL,2020-03-30,19,,96,,3,1,19,1,13,1,19,1,15,1,21,1,10,0.75,18,0.66,14,1,19,,,-82.99437,80.89244,6.90262,0.569099995,0.144964462
Bolivia,BOL,2020-03-31,20,,107,,6,1,20,1,14,1,20,1,16,1,22,1,11,1,19,0.66,15,1,20,,,-83.00969,81.94288,7.261931,0.613379931,0.155643012
Bolivia,BOL,2020-04-01,21,,115,,7,1,21,1,15,1,21,1,17,1,23,1,12,1,20,0.66,16,1,21,,,-82.9518,82.88157,7.573271,0.661310579,0.160008774
Bolivia,BOL,2020-04-02,22,,123,,8,1,22,1,16,1,22,1,18,1,24,1,13,1,21,0.66,17,1,22,,,-82.41481,83.72606,7.846645,0.714073263,0.145377771
Bolivia,BOL,2020-04-03,23,,132,,9,1,23,1,17,1,23,1,19,1,25,1,14,1,22,0.66,18,1,23,,,-81.69551,84.4903,8.089211,0.772347519,0.11770472
Bolivia,BOL,2020-04-04,24,,139,,10,1,24,1,18,1,24,1,20,1,26,1,15,1,23,0.66,19,1,24,,,-81.62651,85.18549,8.306287,0.836203853,0.099555492
Bolivia,BOL,2020-04-05,25,,157,,10,1,25,1,19,1,25,1,21,1,27,1,16,1,24,0.66,20,1,25,,,-81.57899,85.82085,8.501951,0.905117816,0.105827937
Bolivia,BOL,2020-04-06,26,,183,,11,1,26,1,20,1,26,1,22,1,28,1,17,1,25,0.66,21,1,26,,,-81.05978,86.40394,8.679404,0.978090895,0.104140287
Bolivia,BOL,2020-04-07,27,,194,,14,1,27,1,21,1,27,1,23,1,29,1,18,1,26,0.66,22,1,27,,,-80.66936,86.94106,14.23606,1.053840464,0.098450368
Bolivia,BOL,2020-04-08,28,,210,,15,1,28,1,22,1,28,1,24,1,30,1,19,1,27,0.66,23,1,28,,,-80.15048,87.43755,16.49067,1.131007869,0.100922517
Bolivia,BOL,2020-04-09,29,,264,,18,1,29,1,23,1,29,1,25,1,31,1,20,1,28,0.66,24,1,29,,,-79.47254,87.89792,18.16348,1.208326783,0.135975562
Bolivia,BOL,2020-04-10,30,,268,,19,1,30,1,24,1,30,1,26,1,32,1,21,1,29,0.66,25,1,30,,,-81.4235,88.32602,19.52316,1.284705216,0.127900899
Bolivia,BOL,2020-04-11,31,,276,,20,1,31,1,25,1,31,1,27,1,33,1,22,1,30,0.66,26,1,31,,,-79.46262,88.7252,20.67685,1.359210884,0.12520236
Bolivia,BOL,2020-04-12,32,,300,,24,1,32,1,26,1,32,1,28,1,34,1,23,1,31,0.66,27,1,32,,,-79.31522,89.0983,21.68106,1.430999896,0.124460741
Bolivia,BOL,2020-04-13,33,,330,,27,1,33,1,27,1,33,1,29,1,35,1,24,1,32,0.66,28,1,33,,,-79.25368,89.44784,22.57026,1.499255953,0.119926898
Bolivia,BOL,2020-04-14,34,,354,,28,1,34,1,28,1,34,1,30,1,36,1,25,1,33,0.66,29,1,34,,,-79.48867,89.77601,23.36745,1.563188794,0.12639769
Bolivia,BOL,2020-04-15,35,,397,,28,1,35,1,29,1,35,1,31,1,37,1,26,1,34,0.66,30,1,35,,,-79.8568,90.08471,24.08899,1.622091149,0.14166645
Bolivia,BOL,2020-04-16,36,,441,,29,1,36,1,30,1,36,1,32,1,38,1,27,1,35,0.66,31,1,36,,,-80.28924,90.37566,24.74699,1.675414797,0.125428264
Bolivia,BOL,2020-04-17,37,,465,,31,1,37,1,31,1,37,1,33,1,39,1,28,1,36,0.66,32,1,37,,,-78.29884,90.65035,25.35079,1.722823859,0.138149525
Bolivia,BOL,2020-04-18,38,,493,,31,1,38,1,32,1,38,1,34,1,40,1,29,1,37,0.66,33,1,38,,,-80.03812,90.91012,25.90772,1.7642075,0.151095757
Bolivia,BOL,2020-04-19,39,,520,,32,1,39,1,33,1,39,1,35,1,41,1,30,1,38,0.66,34,1,39,,,-80.07803,91.15617,28.39407,1.799660757,0.149928463
Bolivia,BOL,2020-04-20,40,,564,,33,1,40,1,34,1,40,1,36,1,42,1,31,1,39,0.66,35,1,40,,,-79.98101,91.38954,32.40987,1.829462174,0.156567928
Bolivia,BOL,2020-04-21,41,,598,,34,1,41,1,35,1,41,1,37,1,43,1,32,1,40,0.66,36,1,41,,,-79.65591,91.61122,34.01637,1.854096607,0.161451504
Bolivia,BOL,2020-04-22,42,,609,,37,1,42,1,36,1,42,1,38,1,44,1,33,1,41,0.66,37,1,42,,,-79.32281,91.82207,35.37871,1.874386246,0.138845833
Bolivia,BOL,2020-04-23,43,,672,,40,1,43,1,37,1,43,1,39,1,45,1,34,1,42,0.66,38,1,43,,,-79.12928,92.02284,37.19239,1.891772637,0.168640324
Bolivia,BOL,2020-04-24,44,,703,,43,1,44,1,38,1,44,1,40,1,46,1,35,1,43,0.66,39,1,44,,,-78.83057,92.21428,38.51083,1.90871896,0.217676625
Bolivia,BOL,2020-04-25,45,,807,,44,1,45,1,39,1,45,1,41,1,47,1,36,1,44,0.66,40,1,45,,,-78.9215,92.397,39.66756,1.92910172,0.235280925
Bolivia,BOL,2020-04-26,46,,866,,46,1,46,1,40,1,46,1,42,1,48,1,37,1,45,0.66,41,1,46,,,-78.89439,92.5716,40.70995,1.958405294,0.266968115
Bolivia,BOL,2020-04-27,47,,950,,50,1,47,1,41,1,47,1,43,1,49,1,38,1,46,0.66,42,1,47,,,-78.78888,92.7386,42.38081,2.00354816,0.273974553
Bolivia,BOL,2020-04-28,48,,1014,,53,1,48,1,42,1,48,1,44,1,50,1,39,1,47,0.66,43,1,48,,,-78.5311,92.89851,43.54637,2.07224021,0.25217373
Bolivia,BOL,2020-04-29,49,,1053,,55,1,49,1,43,1,49,1,45,1,51,1,40,1,48,0.66,44,1,49,,,-78.44234,93.05175,44.57539,2.171863616,0.290069697
Bolivia,BOL,2020-04-30,50,,1110,,59,1,50,1,44,1,50,1,46,1,52,1,41,1,49,0.66,45,1,50,,,-78.05084,93.19874,45.69545,2.308018001,0.230534406
Bolivia,BOL,2020-05-01,51,,1167,,62,1,51,1,45,1,51,1,47,1,53,1,42,1,50,0.66,46,1,51,,,-79.89072,93.33985,46.63168,2.48305466,0.211280253
Bolivia,BOL,2020-05-02,52,,1229,,66,1,52,1,46,1,52,1,48,1,54,1,43,1,51,0.66,47,1,52,,,-77.55628,93.47544,47.4883,2.695055384,0.175285871
Bolivia,BOL,2020-05-03,53,,1470,,71,1,53,1,47,1,53,1,49,1,55,1,44,1,52,0.66,48,1,53,,,-77.1403,93.60583,48.28285,2.937640057,0.244036048
Bolivia,BOL,2020-05-04,54,,1594,,76,1,54,1,48,1,54,1,50,1,56,1,45,1,53,0.66,49,1,54,,,-76.92032,93.73129,51.36233,3.200740368,0.234907297
Bolivia,BOL,2020-05-05,55,,1681,,82,1,55,1,49,1,55,1,51,1,57,1,46,1,54,0.66,50,1,55,,,-76.83543,93.85212,52.99864,3.472178149,0.269428994
Bolivia,BOL,2020-05-06,56,,1802,,86,1,56,1,50,1,56,1,52,1,58,1,47,1,55,0.66,51,1,56,,,-76.72626,93.96856,54.35775,3.739685035,0.247419701
Bolivia,BOL,2020-05-07,57,,1886,,91,1,57,1,51,1,57,1,53,1,59,1,48,1,56,0.66,52,1,57,,,-76.68858,94.08086,55.55598,3.992897005,0.298654789
Bolivia,BOL,2020-05-08,58,,2081,,102,1,58,1,52,1,58,1,54,1,60,1,49,1,57,0.66,53,1,58,,,-74.38519,94.18921,56.64074,4.224870091,0.300003177
Bolivia,BOL,2020-05-09,59,,2266,,106,1,59,1,53,1,59,1,55,1,61,1,50,1,58,0.66,54,1,59,,,-76.2703,94.29385,58.34085,4.432781819,0.342319942
Bolivia,BOL,2020-05-10,60,,2437,,114,1,60,1,54,1,60,1,56,1,62,1,51,1,59,0.66,55,1,60,,,-76.18439,94.39494,59.54947,4.617720502,0.252997197
Bolivia,BOL,2020-05-11,61,,2556,,118,1,61,1,55,1,61,1,57,1,63,1,52,1,60,0.66,56,1,61,,,-75.31491,94.49268,60.62654,4.783721672,0.291249038
Bolivia,BOL,2020-05-12,62,,2831,,122,1,62,1,56,1,62,1,58,1,64,1,53,1,61,0.66,57,1,62,,,-74.50698,94.58721,61.61396,4.936410115,0.287103828
Bolivia,BOL,2020-05-13,63,,2964,,128,1,63,1,57,1,63,1,59,1,65,1,54,1,62,0.66,58,1,63,,,-73.45767,94.6787,62.53122,5.081675141,0.305103367
Bolivia,BOL,2020-05-14,64,,3148,,142,1,64,1,58,1,64,1,60,1,66,1,55,1,63,0.66,59,1,64,,,-72.53699,94.7673,63.39018,5.224749966,0.302307602
Bolivia,BOL,2020-05-15,65,,3372,,152,1,65,1,59,1,65,1,61,1,67,1,56,1,64,0.66,60,1,65,,,-71.59351,94.85313,64.19906,5.369872494,0.298294213
Bolivia,BOL,2020-05-16,66,,3577,,164,1,66,1,60,1,66,1,62,1,68,1,57,1,65,0.66,61,1,66,,,-71.32316,94.93634,64.964,5.520449409,0.306770778
Bolivia,BOL,2020-05-17,67,,3826,,165,1,67,1,61,1,67,1,63,1,69,1,58,1,66,0.66,62,1,67,,,-71.08374,95.01703,65.68978,5.679444591,0.329876246
Bolivia,BOL,2020-05-18,68,,4088,,169,1,68,1,62,1,68,1,64,1,70,1,59,1,67,0.66,63,1,68,,,-70.52695,95.09531,66.38031,5.849676445,0.298786445
Bolivia,BOL,2020-05-19,69,,4263,,174,1,69,1,63,1,69,1,65,1,71,1,60,1,68,0.66,64,1,69,,,-69.91599,95.1713,67.03883,6.033823485,0.308544966
Bolivia,BOL,2020-05-20,70,,4481,,189,1,70,1,64,1,70,1,66,1,72,1,61,1,69,0.66,65,1,70,,,-69.41775,95.24509,67.66805,6.234108702,0.345246065
Bolivia,BOL,2020-05-21,71,,4919,,199,1,71,1,65,1,71,1,67,1,73,1,62,1,70,0.66,66,1,71,,,-68.93026,95.31679,68.27035,6.451767437,0.342468047
Bolivia,BOL,2020-05-22,72,,5187,,215,1,72,1,66,1,72,1,68,1,74,1,63,1,71,0.66,67,1,72,,,-68.54848,95.38647,68.84776,6.686472591,0.363640213
Bolivia,BOL,2020-05-23,73,,5579,,230,1,73,1,67,1,73,1,69,1,75,1,64,1,72,0.66,68,1,73,,,-68.32682,95.45422,69.40209,6.935919489,0.36593584
Bolivia,BOL,2020-05-24,74,,5915,,240,1,74,1,68,1,74,1,70,1,76,1,65,1,73,0.66,69,1,74,,,-68.07542,95.52012,69.93493,7.195763146,0.367318997
Bolivia,BOL,2020-05-25,75,,6263,,250,1,75,1,69,1,75,1,71,1,77,1,66,1,74,0.66,70,1,75,,,-67.4439,95.58424,70.4477,7.460033275,0.392730763
Bolivia,BOL,2020-05-26,76,,6660,,261,1,76,1,70,1,76,1,72,1,78,1,67,1,75,0.66,71,1,76,,,-66.34295,95.64666,70.94168,7.722001782,0.421281936
Bolivia,BOL,2020-05-27,77,,7136,,274,1,77,1,71,1,77,1,73,1,79,1,68,1,76,0.66,72,1,77,,,-65.15811,95.70744,71.41801,7.975301529,0.432781637
Bolivia,BOL,2020-05-28,78,,7768,,280,1,78,1,72,1,78,1,74,1,80,1,69,1,77,0.66,73,1,78,,,-64.87276,95.76665,71.87776,8.214985177,0.472614735
Bolivia,BOL,2020-05-29,79,,8387,,293,1,79,1,73,1,79,1,75,1,81,1,70,1,78,0.66,74,1,79,,,-64.32941,95.82434,72.32188,8.438246853,0.45498557
Bolivia,BOL,2020-05-30,80,,8731,,300,1,80,1,74,1,80,1,76,1,82,1,71,1,79,0.66,75,1,80,,,-64.05983,95.88058,72.75123,8.644663925,0.516548938
Bolivia,BOL,2020-05-31,81,,9592,,310,1,81,1,75,1,81,1,77,1,83,1,72,1,80,0.66,76,1,81,,,-63.8333,95.93542,73.1666,8.835967449,0.514433837
Bolivia,BOL,2020-06-01,82,,9982,,313,1,82,1,76,1,82,1,78,1,84,1,73,1,81,0.66,77,1,82,,,-62.38281,84.91876,73.56876,9.015445326,0.526216269
Bolivia,BOL,2020-06-02,83,,10531,,343,1,83,1,77,1,83,1,79,1,85,1,74,1,82,0.66,78,1,83,,,-61.54009,84.96099,73.95836,9.187141405,0.515668644
Bolivia,BOL,2020-06-03,84,,10991,,376,1,84,1,78,1,84,1,80,1,86,1,75,1,83,0.66,79,1,84,,,-60.89865,85.00219,74.33604,9.355049071,0.506905099
Bolivia,BOL,2020-06-04,85,,11638,,400,1,85,1,79,1,85,1,81,1,87,1,76,1,84,0.66,80,1,85,,,-59.56957,85.04243,74.70238,9.522499519,0.495452966
Bolivia,BOL,2020-06-05,86,,12245,,415,1,86,1,80,1,86,1,82,1,88,1,77,1,85,0.66,81,1,86,,,-58.0153,85.08171,75.05792,9.691869587,0.506694986
Bolivia,BOL,2020-06-06,87,,12728,,427,1,87,1,81,1,87,1,83,1,89,1,78,1,86,0.66,82,1,87,,,-57.78023,85.12009,75.40318,9.864607325,0.466180525
Bolivia,BOL,2020-06-07,88,,13358,,454,1,88,1,82,1,88,1,84,1,90,1,79,1,87,0.66,83,1,88,,,-57.46154,85.15759,75.73862,10.04146339,0.448078874
Bolivia,BOL,2020-06-08,89,,13643,,465,1,89,1,83,1,89,1,85,1,91,1,80,1,88,0.66,84,1,89,,,-56.98489,85.19424,76.06467,10.22279717,0.412192105
Bolivia,BOL,2020-06-09,90,,13949,,475,1,90,1,84,1,90,1,86,1,92,1,81,1,89,0.66,85,1,90,,,-56.56854,85.23007,76.38177,10.40889346,0.431477391
Bolivia,BOL,2020-06-10,91,,14644,,487,1,91,1,85,1,91,1,87,1,93,1,82,1,90,0.66,86,1,91,,,-55.84168,85.26511,76.69028,10.60031949,0.420768582
Bolivia,BOL,2020-06-11,92,,15281,,512,1,92,1,86,1,92,1,88,1,94,1,83,1,91,0.66,87,1,92,,,-57.83546,85.29939,76.99058,10.79838527,0.441465169
Bolivia,BOL,2020-06-12,93,,16165,,533,1,93,1,87,1,93,1,89,1,95,1,84,1,92,0.66,88,1,93,,,-57.47754,85.33292,77.283,11.00570316,0.463745508
Bolivia,BOL,2020-06-13,94,,16929,,559,1,94,1,88,1,94,1,90,1,96,1,85,1,93,0.66,89,1,94,,,-56.5582,85.36573,77.56787,11.22669825,0.483136191
Bolivia,BOL,2020-06-14,95,,17842,,585,1,95,1,89,1,95,1,91,1,97,1,86,1,94,0.66,90,1,95,,,-56.39215,85.39784,77.8455,11.46780514,0.511702819
Bolivia,BOL,2020-06-15,96,,18459,,611,1,96,1,90,1,96,1,92,1,98,1,87,1,95,0.66,91,1,96,,,-56.43574,86.20863,78.11617,11.73707918,0.536288399
Bolivia,BOL,2020-06-16,97,,19073,,632,1,97,1,91,1,97,1,93,1,99,1,88,1,96,0.66,92,1,97,,,-56.41169,86.23997,78.38013,12.04307398,0.534376457
Bolivia,BOL,2020-06-17,98,,19883,,659,1,98,1,92,1,98,1,94,1,100,1,89,1,97,0.66,93,1,98,,,-56.70258,86.27067,78.63768,12.39301293,0.536674929
Bolivia,BOL,2020-06-18,99,,20685,,679,1,99,1,93,1,99,1,95,1,101,1,90,1,98,0.66,94,1,99,,,-53.9609,86.30074,78.88903,12.79047638,0.512082385
Bolivia,BOL,2020-06-19,100,,21499,,697,1,100,1,94,1,100,1,96,1,102,1,91,1,99,0.66,95,1,100,,,-53.64283,91.61909,79.13441,13.23303124,0.512920645
Bolivia,BOL,2020-06-20,101,,22476,,715,1,101,1,95,1,101,1,97,1,103,1,92,1,100,1,96,1,101,,,-54.18466,91.65116,79.37405,13.71047564,0.502321175
Bolivia,BOL,2020-06-21,102,,23512,,740,1,102,1,96,1,102,1,98,1,104,1,93,1,101,1,97,1,102,,,-54.10633,91.68259,79.60816,14.20450785,0.508947967
Bolivia,BOL,2020-06-22,103,,24388,,773,1,103,1,97,1,103,1,99,1,105,1,94,1,102,1,98,1,103,,,-57.74295,88.85582,79.83693,14.69045162,0.533784419
Bolivia,BOL,2020-06-23,104,,25493,,820,1,104,1,98,1,104,1,100,1,106,1,95,1,103,1,99,1,104,,,-57.53082,88.88445,80.06054,15.14102831,0.525620756
Bolivia,BOL,2020-06-24,105,,26389,,846,1,105,1,99,1,105,1,101,1,107,1,96,1,104,0.66,100,1,105,,,-58.47098,88.91254,80.27917,15.53135923,0.535739212
Bolivia,BOL,2020-06-25,106,,27487,,876,1,106,1,100,1,106,1,102,1,108,1,97,1,105,0.66,101,1,106,,,-59.45161,88.9401,80.49301,15.84387092,0.541460138
Bolivia,BOL,2020-06-26,107,,28503,,913,1,107,0.66,101,1,107,1,103,1,109,1,98,1,106,0.66,102,1,107,,,-60.36546,88.96713,80.7022,16.07188487,0.529294404
Bolivia,BOL,2020-06-27,108,,29423,,934,1,108,0.66,102,1,108,1,104,1,110,1,99,1,107,0.66,103,1,108,,,-59.78623,88.99367,80.90691,16.22112826,0.540249434
Bolivia,BOL,2020-06-28,109,,30676,,970,1,109,0.66,103,1,109,1,105,1,111,1,100,1,108,0.66,104,1,109,,,-59.02051,89.01971,81.10727,16.30887502,0.535594006
Bolivia,BOL,2020-06-29,110,,31524,,1014,1,110,0.66,104,1,110,1,106,1,112,1,101,1,109,0.66,105,1,110,,,-56.61007,92.96849,81.30343,16.36079028,0.496201806
Bolivia,BOL,2020-06-30,111,,32125,,1071,1,111,0.66,105,1,111,1,107,1,113,1,102,1,110,0.66,106,1,111,,,-57.84694,92.9955,81.49552,16.40604595,0.509515151
Bolivia,BOL,2020-07-01,112,,33219,,1123,1,112,0.66,106,1,112,1,108,1,114,1,103,1,111,0.66,107,1,112,,,-58.09795,91.84996,81.68368,16.4718259,0.500730054
Bolivia,BOL,2020-07-02,113,,34227,,1201,1,113,0.66,107,1,113,1,109,1,115,1,104,1,112,0.66,108,1,113,,,-58.20704,91.87541,81.86802,16.5786297,0.517773409
Bolivia,BOL,2020-07-03,114,,35528,,1271,1,114,0.66,108,1,114,1,110,1,116,1,105,1,113,0.66,109,1,114,,,-58.65173,91.90041,82.04866,16.7374604,0.539311359
Bolivia,BOL,2020-07-04,115,,36818,,1320,1,115,0.66,109,1,115,1,111,1,117,1,106,1,114,0.66,110,1,115,,,-58.97058,91.92498,82.22572,16.94927234,0.531498188
Bolivia,BOL,2020-07-05,116,,38071,,1378,1,116,0.66,110,1,116,1,112,1,118,1,107,1,115,0.66,111,1,116,,,-59.52892,91.94911,82.39931,17.20637471,0.550692618
Bolivia,BOL,2020-07-06,117,,39297,,1434,1,117,0.66,111,1,117,1,113,1,119,1,108,1,116,0.66,112,1,117,,,-58.44965,88.31026,82.56953,17.49516674,0.586306226
Bolivia,BOL,2020-07-07,118,,40509,,1476,1,118,0.66,112,1,118,1,114,1,120,1,109,1,117,0.66,113,1,118,,,-57.6382,88.33186,82.73647,17.7995052,0.573341189
Bolivia,BOL,2020-07-08,119,,41545,,1530,1,119,0.66,113,1,119,1,115,1,121,1,110,1,118,0.66,114,1,119,,,-57.08118,88.3531,82.90024,18.10404258,0.592913726
Bolivia,BOL,2020-07-09,120,,42984,,1577,1,120,0.66,114,1,120,1,116,1,122,1,111,1,119,0.66,115,1,120,,,-56.52811,88.37399,83.06092,18.39693256,0.572014982
Bolivia,BOL,2020-07-10,121,,44113,,1638,1,121,0.66,115,1,121,1,117,1,123,1,112,1,120,0.66,116,1,121,,,-55.82527,88.39454,83.21861,18.67147697,0.573283553
Bolivia,BOL,2020-07-11,122,,45565,,1702,1,122,0.66,116,1,122,1,118,1,124,1,113,1,121,0.66,117,1,122,,,-55.55101,88.41473,83.37338,18.92655114,0.589293392
Bolivia,BOL,2020-07-12,123,,47200,,1754,1,123,0.66,117,1,123,1,119,1,125,1,114,1,122,0.66,118,1,123,,,-55.32077,88.43462,83.52532,19.16592454,0.567552369
Bolivia,BOL,2020-07-13,124,,48187,,1807,1,124,0.66,118,1,124,1,120,1,126,1,115,1,123,0.66,119,1,124,,,-54.40873,80.72085,83.67451,19.39675745,0.551997607
Bolivia,BOL,2020-07-14,125,,49250,,1866,1,125,0.66,119,1,125,1,121,1,127,1,116,1,124,0.66,120,1,125,,,-53.20126,84.27527,83.82103,19.62762714,0.581569419
Bolivia,BOL,2020-07-15,126,,50867,,1898,1,126,0.66,120,1,126,1,122,1,128,1,117,1,125,0.66,121,1,126,,,-51.14651,84.29267,83.96494,19.86644294,0.568833395
