country_short,country,date,days,mobility_index,policy_index,facemask_index,test_rate,testpositivityrate,rank_face_mask,ranking_testrate,ranking_testpositivity
COL,Colombia,2020-03-11,5,3.3429,12.27329632,,0.512272301,0.00483345800000,,,
COL,Colombia,2020-03-12,6,2.5714,21.81103513,,0.518038948,0.00483345800000,,,
COL,Colombia,2020-03-13,7,1.7714,24.93554692,,0.532169044,0.00611321700000,,,
COL,Colombia,2020-03-14,8,1.1429,26.8974475,,0.556822302,0.00982696100000,,,
COL,Colombia,2020-03-15,9,-0.1143,28.28056041,,0.593046939,0.01429542600000,,,
COL,Colombia,2020-03-16,10,-1.4571,32.83187244,,0.640600381,0.02104485400000,,,
COL,Colombia,2020-03-17,11,-3.5429,36.91856216,,0.697986357,0.02333503100000,,,
COL,Colombia,2020-03-18,12,-6.2857,38.45929794,,0.762728111,0.02815439100000,,,
COL,Colombia,2020-03-19,13,-9.1429,39.66235137,,0.831844599,0.03056330600000,,,
COL,Colombia,2020-03-20,14,-16.5429,40.63830875,,0.902478974,0.03531329500000,,,
COL,Colombia,2020-03-21,15,-26.6,41.45024639,,0.972612556,0.04789851500000,,,
COL,Colombia,2020-03-22,16,-36,42.13837354,,1.041755642,0.05136763100000,,,
COL,Colombia,2020-03-23,17,-46.2,45.06389892,,1.111455276,0.05440333800000,,,
COL,Colombia,2020-03-24,18,-53.0286,45.60563652,,1.185467371,0.07087308700000,,,
COL,Colombia,2020-03-25,19,-61.1714,61.41673328,,1.269499563,0.07931701400000,,,
COL,Colombia,2020-03-26,20,-68.8857,63.94361091,,1.370500062,0.08026577300000,,,
COL,Colombia,2020-03-27,21,-72.2,65.82131924,,1.495518916,0.08047971900000,,,
COL,Colombia,2020-03-28,22,-72.5714,67.3397861,,1.650272011,0.07277305700000,,,
COL,Colombia,2020-03-29,23,-72.9714,68.61800059,,1.837699599,0.07518509000000,,,
COL,Colombia,2020-03-30,24,-71.9143,69.72029951,,2.056936663,0.07484211900000,,,
COL,Colombia,2020-03-31,25,-73.3429,70.6867294,,2.303043149,0.06460153400000,,,
COL,Colombia,2020-04-01,26,-72.6,71.54445257,,2.567607664,0.06119752100000,,,
COL,Colombia,2020-04-02,27,-71.9143,72.31298532,,2.840072714,0.06519752400000,,,
COL,Colombia,2020-04-03,28,-71.4571,73.00694045,,3.109464681,0.06609805000000,,,
COL,Colombia,2020-04-04,29,-71.1714,73.63760255,,3.366122976,0.06713872000000,,,
COL,Colombia,2020-04-05,30,-71,74.21389793,,3.603017964,0.06205968100000,,,
COL,Colombia,2020-04-06,31,-70.7714,74.74302452,,3.816348797,0.05868749400000,,,
COL,Colombia,2020-04-07,32,-70.4857,75.23087877,,4.005356595,0.06167758700000,,,
COL,Colombia,2020-04-08,33,-70.0571,75.68235515,,4.171554999,0.06540916900000,,,
COL,Colombia,2020-04-09,34,-71.3143,76.10156223,,4.317738847,0.06817589500000,,,
COL,Colombia,2020-04-10,35,-73.2571,76.49198253,,4.447117186,0.07518157500000,,,
COL,Colombia,2020-04-11,36,-73.7429,76.85659296,,4.562798121,0.07917932100000,,,
COL,Colombia,2020-04-12,37,-73.9143,77.1979574,,4.667680983,0.07771472400000,,,
COL,Colombia,2020-04-13,38,-73.8286,77.51829872,,4.764640725,0.07588972400000,,,
COL,Colombia,2020-04-14,39,-74.0286,74.04177802,,4.856776344,0.07024068500000,,,
COL,Colombia,2020-04-15,40,-74.1429,74.32565116,,4.947508107,0.06024112400000,,,
COL,Colombia,2020-04-16,41,-72.7143,74.59363888,,5.040448034,0.05685016800000,,,
COL,Colombia,2020-04-17,42,-70.2286,74.84706783,,5.139151403,0.05273450700000,,,
COL,Colombia,2020-04-18,43,-69.8,75.0871174,,5.246957921,0.03910379000000,,,
COL,Colombia,2020-04-19,44,-69.5429,75.31484012,,5.367073236,0.05243484000000,,,
COL,Colombia,2020-04-20,45,-69.4286,75.53117868,,5.502862897,0.05687975300000,,,
COL,Colombia,2020-04-21,46,-69.2286,75.73698015,,5.658156735,0.05769535000000,,,
COL,Colombia,2020-04-22,47,-69.3714,75.93300811,,5.837300021,0.05989531200000,,,
COL,Colombia,2020-04-23,48,-69.2286,76.11995286,,6.044752054,0.06163927900000,,,
COL,Colombia,2020-04-24,49,-69.3714,78.93068204,,6.284156469,0.06363832600000,,,
COL,Colombia,2020-04-25,50,-68.8571,79.10427006,,6.55695523,0.07337592500000,,,
COL,Colombia,2020-04-26,51,-68.6,79.27036701,,6.860797872,0.06465082900000,,,
COL,Colombia,2020-04-27,52,-67.9143,83.20723095,,7.188227575,0.06336261600000,,,
COL,Colombia,2020-04-28,53,-67.2857,83.35974586,,7.52628675,0.06710990300000,,,
COL,Colombia,2020-04-29,54,-66.3143,83.50609267,,7.857599315,0.06637101800000,,,
COL,Colombia,2020-04-30,55,-65.3429,83.64664181,,8.163029385,0.06732843400000,,,
COL,Colombia,2020-05-01,56,-65.8571,83.78173435,,8.425396234,0.07035262600000,,,
COL,Colombia,2020-05-02,57,-65.4,83.91168482,,8.633291708,0.06933740300000,,,
COL,Colombia,2020-05-03,58,-64.9143,84.03678383,,8.784049117,0.07291931700000,,,
COL,Colombia,2020-05-04,59,-64.2571,84.15730029,,8.88517612,0.07505659700000,,,
COL,Colombia,2020-05-05,60,-63.3714,84.27348341,,8.953878063,0.08337619700000,,,
COL,Colombia,2020-05-06,61,-62.7429,80.60778673,,9.014582642,0.08567650300000,,,
COL,Colombia,2020-05-07,62,-62.1143,80.71598083,,9.094806891,0.09094700100000,,,
COL,Colombia,2020-05-08,63,-59.8857,80.82048807,,9.220211164,0.09229188600000,,,
COL,Colombia,2020-05-09,64,-58.7143,80.92149496,,9.410034885,0.09566117800000,,,
COL,Colombia,2020-05-10,65,-57.6286,81.01917556,,9.673996187,0.09841510500000,,,
COL,Colombia,2020-05-11,66,-56.9429,81.11369252,,10.01125911,0.10249574300000,,,
COL,Colombia,2020-05-12,67,-56.4286,81.20519797,,10.41146532,0.09825481000000,,,
COL,Colombia,2020-05-13,68,-55.9143,81.29383438,,10.85741308,0.10268756700000,,,
COL,Colombia,2020-05-14,69,-55.6286,81.37973532,,11.32875952,0.10291115900000,,,
COL,Colombia,2020-05-15,70,-55.1429,81.46302615,,11.80608258,0.09885574700000,,,
COL,Colombia,2020-05-16,71,-54.6571,81.54382465,,12.27461555,0.10170170900000,,,
COL,Colombia,2020-05-17,72,-54.6857,81.62224157,,12.72701337,0.09970654000000,,,
COL,Colombia,2020-05-18,73,-54.0857,81.69838118,,13.16464124,0.10014311500000,,,
COL,Colombia,2020-05-19,74,-53.7714,81.77234169,,13.59715082,0.09660925400000,,,
COL,Colombia,2020-05-20,75,-53.1714,81.84421575,,14.04040901,0.09531047600000,,,
COL,Colombia,2020-05-21,76,-52.5714,81.91409077,,14.51313233,0.09159626600000,,,
COL,Colombia,2020-05-22,77,-52.1429,81.98204937,,15.03277613,0.09206316400000,,,
COL,Colombia,2020-05-23,78,-51.6857,82.04816961,,15.61137361,0.09377437400000,,,
COL,Colombia,2020-05-24,79,-51.3714,82.11252538,,16.25206688,0.09619634300000,,,
COL,Colombia,2020-05-25,80,-53.8571,82.17518664,,16.94707591,0.09388557600000,,,
COL,Colombia,2020-05-26,81,-53.2,82.23621969,,17.67773043,0.09616071700000,,,
COL,Colombia,2020-05-27,82,-52.9143,82.29568739,,18.41687912,0.09748237000000,,,
COL,Colombia,2020-05-28,83,-52.6,82.35364941,,19.13335473,0.10304979300000,,,
COL,Colombia,2020-05-29,84,-52.0571,82.4101624,,19.7974522,0.10696790800000,,,
COL,Colombia,2020-05-30,85,-51.6857,82.4652802,,20.38595695,0.11029321900000,,,
COL,Colombia,2020-05-31,86,-50.7714,82.519054,,20.88549695,0.10978189900000,,,
COL,Colombia,2020-06-01,87,-47.2857,82.57153253,,21.29364694,0.11212299700000,,,
COL,Colombia,2020-06-02,88,-46.5714,82.62276215,,21.61788375,0.11467005900000,,,
COL,Colombia,2020-06-03,89,-46.2,82.67278706,,21.87289337,0.11873900500000,,,
COL,Colombia,2020-06-04,90,-45.4,82.72164937,,22.07702702,0.12395252100000,,,
COL,Colombia,2020-06-05,91,-44.9429,82.76938925,,22.2489347,0.12542452400000,,,
COL,Colombia,2020-06-06,92,-44.1714,82.81604505,,22.40540048,0.12255084400000,,,
COL,Colombia,2020-06-07,93,-43.8286,82.86165336,,22.56088654,0.12261363800000,,,
COL,Colombia,2020-06-08,94,-43.6857,82.90624917,,22.7284507,0.12639963300000,,,
COL,Colombia,2020-06-09,95,-43.7143,82.94986589,,22.92104276,0.12566089100000,,,
COL,Colombia,2020-06-10,96,-43.4571,82.99253551,,23.15214101,0.12534727600000,,,
COL,Colombia,2020-06-11,97,-43.6,83.0342886,,23.43520965,0.12086812000000,,,
COL,Colombia,2020-06-12,98,-43.5143,83.07515444,,23.78214203,0.12051984800000,,,
COL,Colombia,2020-06-13,99,-42.7714,83.1151611,,24.20131707,0.12397409400000,,,
COL,Colombia,2020-06-14,100,-42.5429,83.15433543,,24.69598547,0.13247091000000,,,
COL,Colombia,2020-06-15,101,-45.1714,83.19270319,,25.26352752,0.13646669700000,,,
COL,Colombia,2020-06-16,102,-44.6857,83.23028911,,25.89582101,0.13901270400000,,,
COL,Colombia,2020-06-17,103,-44.2857,83.26711687,,26.58064877,0.14087263600000,,,
COL,Colombia,2020-06-18,104,-44.0286,83.30320924,,27.30376932,0.15344851700000,,,
COL,Colombia,2020-06-19,105,-43.0286,83.33858807,,28.05104855,0.16334906700000,,,
COL,Colombia,2020-06-20,106,-42.8286,83.37327435,,28.80999286,0.16407174000000,,,
COL,Colombia,2020-06-21,107,-41.9429,83.40728825,,29.57026763,0.16747416600000,,,
COL,Colombia,2020-06-22,108,-42.2571,83.44064917,,30.32326051,0.16744347700000,,,
COL,Colombia,2020-06-23,109,-42.2286,83.47337578,,31.06121416,0.16893890200000,,,
COL,Colombia,2020-06-24,110,-42,83.50548602,,31.77658236,0.17772508400000,,,
COL,Colombia,2020-06-25,111,-41.7143,83.53699716,,32.4619799,0.17609815100000,,,
COL,Colombia,2020-06-26,112,-42.1429,83.56792586,,33.11062568,0.17872421700000,,,
COL,Colombia,2020-06-27,113,-41.9143,83.59828814,,33.71687947,0.19040407700000,,,
COL,Colombia,2020-06-28,114,-42.4571,83.62809944,,34.27652653,0.18873522200000,,,
COL,Colombia,2020-06-29,115,-41.7714,83.65737465,,34.78675518,0.19235198500000,,,
COL,Colombia,2020-06-30,116,-41.1714,83.68612811,,35.24603176,0.19376036800000,,,
COL,Colombia,2020-07-01,117,-40.6571,83.71437368,,35.65410759,0.19623228200000,,,
COL,Colombia,2020-07-02,118,-40,83.74212472,,36.01220902,0.19897862200000,,,
COL,Colombia,2020-07-03,119,-39.5714,83.76939412,,36.32324223,0.19376877400000,,,
COL,Colombia,2020-07-04,120,-39.7143,83.79619432,,36.5917761,0.19010580400000,,,
COL,Colombia,2020-07-05,121,-39.2,83.82253736,,36.84567953,0.16736373700000,,,
COL,Colombia,2020-07-06,122,-36.2857,83.84843483,,37.09181337,0.16956613100000,,,
COL,Colombia,2020-07-07,123,-36.5143,83.87389798,,37.33739731,0.16907804600000,,,
COL,Colombia,2020-07-08,124,-36.9714,83.89893765,,37.58977476,0.16797885300000,,,
COL,Colombia,2020-07-09,125,-37.4857,83.92356432,,37.85556163,0.16679182400000,,,
COL,Colombia,2020-07-10,126,-37.9143,83.94778815,,38.13965477,0.17942860200000,,,
COL,Colombia,2020-07-11,127,-38.1714,83.97161896,,38.44477201,0.19866028900000,,,
COL,Colombia,2020-07-12,128,-38.3429,83.99506623,,38.74988925,0.24447875300000,,,
COL,Colombia,2020-07-13,129,-39.1143,84.01813918,,39.05500649,0.26904562600000,,,
COL,Colombia,2020-07-14,130,-40,84.04084669,,39.36012372,0.30427702500000,,,
COL,Colombia,2020-07-15,131,-40.5714,84.06319741,,39.66524096,0.33392622400000,,,
COL,Colombia,2020-07-16,132,-40.9429,84.08519967,,39.9703582,0.36832216500000,,,
COL,Colombia,2020-07-17,133,-42.1714,84.10686157,,40.27547544,0.39833609800000,,,
COL,Colombia,2020-07-18,134,-43.4857,84.12819096,,40.58059268,0.42206326100000,,,
COL,Colombia,2020-07-19,135,-45,84.14919545,,40.88570992,0.45011401800000,,,
CRI,Costa Rica,2020-02-25,0,1.7429,,,0,,,,
CRI,Costa Rica,2020-02-26,0,1.5714,,,0,,,,
CRI,Costa Rica,2020-02-27,0,1.4857,,,0,,,,
CRI,Costa Rica,2020-02-28,0,2.0571,,,0,,,,
CRI,Costa Rica,2020-02-29,0,2.8857,,,0,,,,
CRI,Costa Rica,2020-03-01,0,3.5714,,,0,,,,
CRI,Costa Rica,2020-03-02,0,4.2,,,0,,,,
CRI,Costa Rica,2020-03-03,0,4.6857,,,0,,,,
CRI,Costa Rica,2020-03-04,0,5,,,0,,,,
CRI,Costa Rica,2020-03-05,0,5.1429,,,0,,,,
CRI,Costa Rica,2020-03-06,0,4.6286,,,0.073323948,,,,
CRI,Costa Rica,2020-03-07,1,3.7143,11.11111111,,0.155599344,,,,
CRI,Costa Rica,2020-03-08,2,2.7143,11.11111111,,0.249577756,,,,
CRI,Costa Rica,2020-03-09,3,1.9429,11.11111111,,0.35863745,,,,
CRI,Costa Rica,2020-03-10,4,1.2,20.33333333,,0.486742811,,,,
CRI,Costa Rica,2020-03-11,5,0.2571,22.77640204,,0.638111077,,,,
CRI,Costa Rica,2020-03-12,6,-0.7714,27.14712365,,0.816650025,0.06799079100000,,,
CRI,Costa Rica,2020-03-13,7,-1.3714,28.97363211,,0.952077197,0.06444620000000,,,
CRI,Costa Rica,2020-03-14,8,-1.9714,30.18345596,,1.11066401,0.06943605000000,,,
CRI,Costa Rica,2020-03-15,9,-3.2286,31.05982583,,1.2905217,0.05384738400000,,,
CRI,Costa Rica,2020-03-16,10,-4.4571,31.72829022,,1.488443052,0.04959401100000,,,
CRI,Costa Rica,2020-03-17,11,-7.2,41.74693768,,1.700280541,0.05666500200000,,,
CRI,Costa Rica,2020-03-18,12,-10.5429,44.64290408,,1.921457545,0.05575659900000,,,
CRI,Costa Rica,2020-03-19,13,-14.6286,46.67944195,,2.14754245,0.05437366100000,,,
CRI,Costa Rica,2020-03-20,14,-19.9714,48.24734917,,2.374732132,0.07083418000000,,,
CRI,Costa Rica,2020-03-21,15,-25.8857,52.37939051,,2.600065909,0.08990592500000,,,
CRI,Costa Rica,2020-03-22,16,-32.0286,54.48620265,,2.821336149,0.10219871000000,,,
CRI,Costa Rica,2020-03-23,17,-37.4571,56.11172694,,3.036852984,0.11016025700000,,,
CRI,Costa Rica,2020-03-24,18,-41.6286,57.4437798,,3.245256077,0.11697068600000,,,
CRI,Costa Rica,2020-03-25,19,-44.8286,58.56887919,,3.44543743,0.12408039500000,,,
CRI,Costa Rica,2020-03-26,20,-47.0857,59.53784337,,3.636517514,0.12544387000000,,,
CRI,Costa Rica,2020-03-27,21,-48.2,60.38418805,,3.817806098,0.12783430000000,,,
CRI,Costa Rica,2020-03-28,22,-48.7143,61.131572,,3.988740381,0.12389403300000,,,
CRI,Costa Rica,2020-03-29,23,-49.0857,61.79746427,,4.148838114,0.12175572900000,,,
CRI,Costa Rica,2020-03-30,24,-49.1143,62.39518658,,4.29770084,0.11290157900000,,,
CRI,Costa Rica,2020-03-31,25,-48.6286,62.93515022,,4.435074208,0.10895217700000,,,
CRI,Costa Rica,2020-04-01,26,-48.1714,64.14474407,,4.560949885,0.10822112900000,,,
CRI,Costa Rica,2020-04-02,27,-47.4571,64.87134809,,4.675682755,0.09988766500000,,,
CRI,Costa Rica,2020-04-03,28,-47.6,65.48412909,,4.780086334,0.09022078900000,,,
CRI,Costa Rica,2020-04-04,29,-48.9429,66.02356054,,4.875459536,0.08049097400000,,,
CRI,Costa Rica,2020-04-05,30,-49.3714,66.50774494,,4.963509551,0.07911470300000,,,
CRI,Costa Rica,2020-04-06,31,-51.4286,66.94741107,,5.046187531,0.07647392100000,,,
CRI,Costa Rica,2020-04-07,32,-53.4,67.34985928,,5.125523467,0.07492032300000,,,
CRI,Costa Rica,2020-04-08,33,-57.1143,67.72046855,,5.203575855,0.06866415600000,,,
CRI,Costa Rica,2020-04-09,34,-62.4,68.0634066,,5.282554592,0.07559926100000,,,
CRI,Costa Rica,2020-04-10,35,-67.6,68.38201435,,5.36505344,0.07396193700000,,,
CRI,Costa Rica,2020-04-11,36,-70.0286,68.67903579,,5.454220162,0.07283426100000,,,
CRI,Costa Rica,2020-04-12,37,-71.7714,68.95676583,,5.553661942,0.07115034900000,,,
CRI,Costa Rica,2020-04-13,38,-69.5714,68.42763266,,5.666932506,0.07209596000000,,,
CRI,Costa Rica,2020-04-14,39,-67.5429,68.64342818,,5.79652539,0.06640433200000,,,
CRI,Costa Rica,2020-04-15,40,-63.6286,68.84665946,,5.942403116,0.06007766100000,,,
CRI,Costa Rica,2020-04-16,41,-58.3143,69.03844593,,6.100274157,0.04806710200000,,,
CRI,Costa Rica,2020-04-17,42,-52.5429,69.21976938,,6.260141622,0.04151030000000,,,
CRI,Costa Rica,2020-04-18,43,-49.7429,69.39149612,,6.405934889,0.03473103300000,,,
CRI,Costa Rica,2020-04-19,44,-48,69.55439458,,6.516982796,0.02827399800000,,,
CRI,Costa Rica,2020-04-20,45,-47.6571,69.70914965,,6.571438672,0.02129071200000,,,
CRI,Costa Rica,2020-04-21,46,-47.5714,69.8563743,,6.550834798,0.02181240300000,,,
CRI,Costa Rica,2020-04-22,47,-47.6286,69.99661927,,6.444380728,0.02422923100000,,,
CRI,Costa Rica,2020-04-23,48,-47.9429,70.13038113,,6.251825258,0.02011665600000,,,
CRI,Costa Rica,2020-04-24,49,-48.1143,70.25810899,,5.984275078,0.01778280700000,,,
CRI,Costa Rica,2020-04-25,50,-47.8,70.38021033,,5.662825734,0.01901910300000,,,
CRI,Costa Rica,2020-04-26,51,-47.3714,70.49705579,,5.315165384,0.01824084500000,,,
CRI,Costa Rica,2020-04-27,52,-47.3429,71.37940037,,4.970834084,0.01875919000000,,,
CRI,Costa Rica,2020-04-28,53,-46.9714,71.79550882,,4.65647018,0.02127715000000,,,
CRI,Costa Rica,2020-04-29,54,-46.6857,72.12875259,,4.392615528,0.02118998000000,,,
CRI,Costa Rica,2020-04-30,55,-45.4286,72.41644521,,4.193016895,0.02286592400000,,,
CRI,Costa Rica,2020-05-01,56,-45.9429,64.18691764,,4.066215806,0.02651037000000,,,
CRI,Costa Rica,2020-05-02,57,-45.3143,64.40496184,,4.018294453,0.02814816500000,,,
CRI,Costa Rica,2020-05-03,58,-44.6571,64.60533314,,4.055399225,0.03056337700000,,,
CRI,Costa Rica,2020-05-04,59,-43.6857,64.79118069,,4.184924033,0.03087583400000,,,
CRI,Costa Rica,2020-05-05,60,-43.1429,64.96475175,,4.414685667,0.03174656800000,,,
CRI,Costa Rica,2020-05-06,61,-42.3714,65.12772801,,4.750005358,0.02865110100000,,,
CRI,Costa Rica,2020-05-07,62,-42.8571,65.28141439,,5.189416886,0.02593236400000,,,
CRI,Costa Rica,2020-05-08,63,-41.2,65.4268527,,5.720589449,0.02462412700000,,,
CRI,Costa Rica,2020-05-09,64,-40.6857,65.56489395,,6.318382931,0.02161046600000,,,
CRI,Costa Rica,2020-05-10,65,-40.4571,65.69624639,,6.946356064,0.02165519800000,,,
CRI,Costa Rica,2020-05-11,66,-40.4286,65.82150873,,7.561688982,0.02268192700000,,,
CRI,Costa Rica,2020-05-12,67,-40.2286,65.94119371,,8.122164277,0.01697507700000,,,
CRI,Costa Rica,2020-05-13,68,-40.1429,66.0557454,,8.593208216,0.01751047400000,,,
CRI,Costa Rica,2020-05-14,69,-39.6,66.16555204,,8.953236123,0.02033552700000,,,
CRI,Costa Rica,2020-05-15,70,-38.9429,66.27095593,,9.196189872,0.02129979900000,,,
CRI,Costa Rica,2020-05-16,71,-38.3143,66.372261,,9.330854194,0.02196574800000,,,
CRI,Costa Rica,2020-05-17,72,-37.8286,66.4697389,,9.37719348,0.02122457400000,,,
CRI,Costa Rica,2020-05-18,73,-37.4571,66.56363375,,9.360754885,0.01941816200000,,,
CRI,Costa Rica,2020-05-19,74,-37,66.65416606,,9.306866027,0.02347368000000,,,
CRI,Costa Rica,2020-05-20,75,-36.8571,66.74153588,,9.236428763,0.02489507100000,,,
CRI,Costa Rica,2020-05-21,76,-36.8571,66.82592547,,9.16425194,0.02233314700000,,,
CRI,Costa Rica,2020-05-22,77,-37.1143,66.90750148,,9.099625242,0.02096298800000,,,
CRI,Costa Rica,2020-05-23,78,-37.4286,66.98641679,,9.048007317,0.02014476900000,,,
CRI,Costa Rica,2020-05-24,79,-37.5714,67.06281206,,9.012678041,0.02085346700000,,,
CRI,Costa Rica,2020-05-25,80,-37.9429,67.13681711,,8.995679534,0.02646065100000,,,
CRI,Costa Rica,2020-05-26,81,-38.5429,67.20855202,,8.997892277,0.02305774900000,,,
CRI,Costa Rica,2020-05-27,82,-38.9429,67.27812814,,9.018415655,0.02696425800000,,,
CRI,Costa Rica,2020-05-28,83,-38.9143,67.34564896,,9.053596667,0.02995480800000,,,
CRI,Costa Rica,2020-05-29,84,-38.6,67.41121086,,9.096190024,0.03411749200000,,,
CRI,Costa Rica,2020-05-30,85,-38.1714,67.47490374,,9.135210953,0.03952408200000,,,
CRI,Costa Rica,2020-05-31,86,-37.8286,67.53681164,,9.156922348,0.03853988900000,,,
CRI,Costa Rica,2020-06-01,87,-37.3714,67.59701323,,9.146996055,0.04078329100000,,,
CRI,Costa Rica,2020-06-02,88,-36.7714,67.65558229,,9.093395779,0.04599978000000,,,
CRI,Costa Rica,2020-06-03,89,-36.6286,67.71258809,,8.989222775,0.05472361200000,,,
CRI,Costa Rica,2020-06-04,90,-36.6571,67.76809577,,8.834799639,0.06260247800000,,,
CRI,Costa Rica,2020-06-05,91,-37.0857,67.82216668,,8.638475964,0.06803743900000,,,
CRI,Costa Rica,2020-06-06,92,-37.5143,67.87485862,,8.415890735,0.07323908500000,,,
CRI,Costa Rica,2020-06-07,93,-37.3714,67.92622618,,8.187705016,0.09095747000000,,,
CRI,Costa Rica,2020-06-08,94,-37.4571,67.97632092,,7.976241828,0.09119377300000,,,
CRI,Costa Rica,2020-06-09,95,-37.9143,68.02519163,,7.801896409,0.09678656700000,,,
CRI,Costa Rica,2020-06-10,96,-37.7714,68.07288449,,7.680356328,0.11130532500000,,,
CRI,Costa Rica,2020-06-11,97,-37.8,68.11944327,,7.621364222,0.12649937000000,,,
CRI,Costa Rica,2020-06-12,98,-37.6571,68.16490951,,7.629121929,0.14055809100000,,,
CRI,Costa Rica,2020-06-13,99,-37.6571,68.20932263,,7.703804388,0.14487698400000,,,
CRI,Costa Rica,2020-06-14,100,-37.6571,68.2527201,,7.843381081,0.14186508100000,,,
CRI,Costa Rica,2020-06-15,101,-37.6857,68.29513756,,8.045066384,0.14201201300000,,,
CRI,Costa Rica,2020-06-16,102,-37.3429,68.33660894,,8.30607151,0.14530790800000,,,
CRI,Costa Rica,2020-06-17,103,-36.8286,68.37716654,,8.623659968,0.13494721100000,,,
CRI,Costa Rica,2020-06-18,104,-36.2286,68.41684116,,8.994726999,0.12547584600000,,,
CRI,Costa Rica,2020-06-19,105,-35.5714,68.45566218,,9.415233038,0.12999849200000,,,
CRI,Costa Rica,2020-06-20,106,-37.5714,68.49365764,,9.879839871,0.12978916100000,,,
CRI,Costa Rica,2020-06-21,107,-39.4,68.53085433,,10.38200592,0.13237836700000,,,
CRI,Costa Rica,2020-06-22,108,-39.5714,68.56727786,,10.91460849,0.13745466200000,,,
CRI,Costa Rica,2020-06-23,109,-39.9714,68.6029527,,11.47095825,0.14111976600000,,,
CRI,Costa Rica,2020-06-24,110,-40.6,68.63790228,,12.04592808,0.14947690500000,,,
CRI,Costa Rica,2020-06-25,111,-41.4,68.67214904,,12.63688185,0.16377864000000,,,
CRI,Costa Rica,2020-06-26,112,-42.3714,70.75571231,,13.24414598,0.16127366800000,,,
CRI,Costa Rica,2020-06-27,113,-40.9429,70.79618679,,13.87089048,0.16969652000000,,,
CRI,Costa Rica,2020-06-28,114,-39.7714,70.83586046,,14.52239582,0.17517178800000,,,
CRI,Costa Rica,2020-06-29,115,-40.0857,70.87475742,,15.2047446,0.18335845200000,,,
CRI,Costa Rica,2020-06-30,116,-39.7143,70.91290078,,15.92299356,0.19325518400000,,,
CRI,Costa Rica,2020-07-01,117,-39.5714,70.95031272,,16.678956,0.20656508300000,,,
CRI,Costa Rica,2020-07-02,118,-39.5714,70.98701455,,17.46893683,0.21166862700000,,,
CRI,Costa Rica,2020-07-03,119,-40.0286,71.02302673,,18.28213016,0.22228317900000,,,
CRI,Costa Rica,2020-07-04,120,-40.6,71.05836891,,19.10064394,0.23727325500000,,,
CRI,Costa Rica,2020-07-05,121,-41.2,71.09305999,,19.90186321,0.25912676800000,,,
CRI,Costa Rica,2020-07-06,122,-41.5714,71.12711817,,20.66288515,0.26695574700000,,,
CRI,Costa Rica,2020-07-07,123,-42.4286,71.16056093,,21.36556879,0.26741179100000,,,
CRI,Costa Rica,2020-07-08,124,-43.3429,71.19340511,,22.00021289,0.26594679800000,,,
CRI,Costa Rica,2020-07-09,125,-44,71.22566695,,22.53710456,0.30470324800000,,,
CRI,Costa Rica,2020-07-10,126,-44.2286,71.25736205,,22.98294922,0.30808005700000,,,
CRI,Costa Rica,2020-07-11,127,-44.9429,71.28850549,,23.34994547,0.31261998200000,,,
CRI,Costa Rica,2020-07-12,128,-45.6286,71.31911179,,23.65362226,0.32374634000000,,,
CRI,Costa Rica,2020-07-13,129,-48.8857,71.34919495,,23.90926897,0.35597697400000,,,
CRI,Costa Rica,2020-07-14,130,-51.5714,71.37876849,,24.12838518,0.39268792300000,,,
CRI,Costa Rica,2020-07-15,131,-53.6286,71.40784545,,24.31688819,0.42125042900000,,,
CRI,Costa Rica,2020-07-16,132,-55.4571,71.43643843,,24.5053912,0.41862356600000,,,
CRI,Costa Rica,2020-07-17,133,-57.8,71.4645596,,24.6938942,0.45418084600000,,,
CRI,Costa Rica,2020-07-18,134,-57.3429,71.4922207,,24.88239721,0.49071735200000,,,
CRI,Costa Rica,2020-07-19,135,-56.9429,71.51943309,,25.07090022,0.51721878900000,,,
DOM,Dominican Republic,2020-02-25,0,-0.0286,,,0,,,,
DOM,Dominican Republic,2020-02-26,0,0.0857,,,0,,,,
DOM,Dominican Republic,2020-02-27,0,-1.6286,,,0,,,,
DOM,Dominican Republic,2020-02-28,0,-1.6857,,,0,,,,
DOM,Dominican Republic,2020-02-29,0,-0.9714,,,0,,,,
DOM,Dominican Republic,2020-03-01,0,-0.8286,,,0.001160072,,,,
DOM,Dominican Republic,2020-03-02,1,-0.8857,11.11111111,,0.002627365,,,,
DOM,Dominican Republic,2020-03-03,2,-0.9714,11.11111111,,0.004554469,,,,
DOM,Dominican Republic,2020-03-04,3,-0.8857,11.11111111,,0.00715679,,,,
DOM,Dominican Republic,2020-03-05,4,0.8857,11.11111111,,0.010741498,,,,
DOM,Dominican Republic,2020-03-06,5,0.8571,11.11111111,,0.015759484,,,,
DOM,Dominican Republic,2020-03-07,6,0.4,11.11111111,,0.022887973,0.19966196400000,,,
DOM,Dominican Republic,2020-03-08,7,-0.3714,11.11111111,,0.031972101,0.09258471400000,,,
DOM,Dominican Republic,2020-03-09,8,-1.1714,11.11111111,,0.045271618,0.09258471400000,,,
DOM,Dominican Republic,2020-03-10,9,-1.4857,11.11111111,,0.06441007,0.09258471400000,,,
DOM,Dominican Republic,2020-03-11,10,-1.9714,11.11111111,,0.091131901,0.09258471400000,,,
DOM,Dominican Republic,2020-03-12,11,-2.6,11.11111111,,0.127017909,0.09258471400000,,,
