state_code,state_name,state_short,country ,date,days,daily_cases,total_cases,deaths_daily,deaths_dotal,sdchool_closure,days_since_schools_closed,workplace_closure,days_workplace_closure,public_events_cancelled,public_events_cancelled_days,public_transit_suspended,days_since_transit_suspend,information_campaign,information_campaign_days,internal_travel_control,days_since_internal_travel_ban,international_travel_controls,days_since_international_ban,use_face_masks,days_use_face_mask,stay_at_home,days_since_stay_at_home,rest_on_gatherings,days_rest_on_gatherings,mobility_index,policy_index,policy_accumulated,ranking_mobility_accumulated,ranking_policy_accumulated,facemask_index,test_rate,testpositivity_rate,ranking_facemask
0,Nacional,Nacional,Brazil,2020-02-25,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.0990476,0,0,,,0,0,0,
0,Nacional,Nacional,Brazil,2020-02-26,1,,,,,,,,,,,,,,,,,,,,,,,,,-2.541361,0,0,,,0,0.0127031,0,
0,Nacional,Nacional,Brazil,2020-02-27,2,,,,,,,,,,,,,,,,,,,,,,,,,-3.64517,0,0,,,0,0.0381094,0,
0,Nacional,Nacional,Brazil,2020-02-28,3,,,,,,,,,,,,,,,,,,,,,,,,,-4.889524,0,0,,,0,0.0762188,0,
0,Nacional,Nacional,Brazil,2020-02-29,4,,,,,,,,,,,,,,,,,,,,,,,,,-6.044898,0,0,,,0,0.1270314,0,
0,Nacional,Nacional,Brazil,2020-03-01,5,,,,,,,,,,,,,,,,,,,,,,,,,-8.647619,0,0,,,0,0.190547,0,
0,Nacional,Nacional,Brazil,2020-03-02,6,,,,,,,,,,,,,,,,,,,,,,,,,-7.811701,0,0,,,0,0.2667659,0,
0,Nacional,Nacional,Brazil,2020-03-03,7,,,,,,,,,,,,,,,,,,,,,,,,,-4.909524,0,0,,,0,0.3556878,0.0005561,
0,Nacional,Nacional,Brazil,2020-03-04,8,,,,,,,,,,,,,,,,,,,,,,,,,-2.444626,0,0,,,0,0.4446098,0.0001668,
0,Nacional,Nacional,Brazil,2020-03-05,9,,,,,,,,,,,,,,,,,,,,,,,,,-1.437687,0,0,,,0,0.5384057,0.0003151,
0,Nacional,Nacional,Brazil,2020-03-06,10,,,,,,,,,,,,,,,,,,,,,,,,,-0.2712924,0,0,,,0,0.6395522,0.0004931,
0,Nacional,Nacional,Brazil,2020-03-07,11,,,,,,,,,,,,,,,,,,,,,,,,,0.7957823,0,0,,,0,0.7495263,0.0005032,
0,Nacional,Nacional,Brazil,2020-03-08,12,,,,,,,,,,,,,,,,,,,,,,,,,2.334966,0,0,,,0,0.8693438,0.0006144,
0,Nacional,Nacional,Brazil,2020-03-09,13,,,,,,,,,,,,,,,,,,,,,,,,,3.077959,0,0,,,0,0.9984676,0.0006144,
0,Nacional,Nacional,Brazil,2020-03-10,14,,,,,,,,,,,,,,,,,,,,,,,,,3.697279,0,0,,,0,1.139684,0.0007097,
0,Nacional,Nacional,Brazil,2020-03-11,15,,,,,,,,,,,,,,,,,,,,,,,,,3.926939,0,0,,,0,1.293153,0.0022991,
0,Nacional,Nacional,Brazil,2020-03-12,16,,,,,,,,,,,,,,,,,,,,,,,,,3.681496,0,0,,,0,1.457733,0.0044934,
0,Nacional,Nacional,Brazil,2020-03-13,17,,,,,,,,,,,,,,,,,,,,,,,,,3.357007,0.0641629,0.0641629,,,0,1.632991,0.0032629,
0,Nacional,Nacional,Brazil,2020-03-14,18,,,,,,,,,,,,,,,,,,,,,,,,,2.702041,0.1630095,0.2271724,,,0,1.816546,0.008218,
0,Nacional,Nacional,Brazil,2020-03-15,19,,,,,,,,,,,,,,,,,,,,,,,,,1.692381,0.4569565,0.6841289,,,0,2.008355,0.0051336,
0,Nacional,Nacional,Brazil,2020-03-16,20,,,,,,,,,,,,,,,,,,,,,,,,,0.6337415,0.5960917,1.2802206,,,0,2.209609,0.0083984,
0,Nacional,Nacional,Brazil,2020-03-17,21,,,,,,,,,,,,,,,,,,,,,,,,,-1.225306,2.904972,4.1851926,,,0,2.418795,0.0090661,
0,Nacional,Nacional,Brazil,2020-03-18,22,,,,,,,,,,,,,,,,,,,,,,,,,-3.816871,4.545663,8.7308556,,,0,2.635992,0.0242104,
0,Nacional,Nacional,Brazil,2020-03-19,23,,,,,,,,,,,,,,,,,,,,,,,,,-7.535646,7.635698,16.3665536,,,0,2.859407,0.0407094,
0,Nacional,Nacional,Brazil,2020-03-20,24,,,,,,,,,,,,,,,,,,,,,,,,,-12.16109,11.01283,27.3793836,,,0,3.100113,0.0427671,
0,Nacional,Nacional,Brazil,2020-03-21,25,,,,,,,,,,,,,,,,,,,,,,,,,-18.19279,13.71025,41.0896336,,,0,3.346881,0.0580757,
0,Nacional,Nacional,Brazil,2020-03-22,26,,,,,,,,,,,,,,,,,,,,,,,,,-25.12898,15.99677,57.0864036,,,0,3.598861,0.0784672,
0,Nacional,Nacional,Brazil,2020-03-23,27,,,,,,,,,,,,,,,,,,,,,,,,,-31.77116,18.00192,75.0883236,,,0,3.855376,0.1318834,
0,Nacional,Nacional,Brazil,2020-03-24,28,,,,,,,,,,,,,,,,,,,,,,,,,-38.34327,21.45867,96.5469936,,,0,4.115151,0.130706,
0,Nacional,Nacional,Brazil,2020-03-25,29,,,,,,,,,,,,,,,,,,,,,,,,,-44.04231,23.52667,120.0736636,,,0,4.378006,0.1470347,
0,Nacional,Nacional,Brazil,2020-03-26,30,,,,,,,,,,,,,,,,,,,,,,,,,-48.32681,25.19799,145.2716536,,,0.2608202,4.642129,0.1487498,
0,Nacional,Nacional,Brazil,2020-03-27,31,,,,,,,,,,,,,,,,,,,,,,,,,-51.55932,26.61935,171.8910036,,,0.3628575,4.894602,0.1517459,
0,Nacional,Nacional,Brazil,2020-03-28,32,,,,,,,,,,,,,,,,,,,,,,,,,-52.72599,27.89796,199.7889636,,,0.4374089,5.147786,0.1579131,
0,Nacional,Nacional,Brazil,2020-03-29,33,,,,,,,,,,,,,,,,,,,,,,,,,-52.67823,29.01103,228.7999936,,,0.4973648,5.401795,0.1427595,
0,Nacional,Nacional,Brazil,2020-03-30,34,,,,,,,,,,,,,,,,,,,,,,,,,-52.46299,30.01411,258.8141036,,,0.5478322,5.656869,0.1310401,
0,Nacional,Nacional,Brazil,2020-03-31,35,,,,,,,,,,,,,,,,,,,,,,,,,-51.2664,30.92554,289.7396436,,,0.5914848,5.913186,0.1374337,
0,Nacional,Nacional,Brazil,2020-04-01,36,,,,,,,,,,,,,,,,,,,,,,,,,-49.8849,31.66378,321.4034236,,,0.6299408,6.170836,0.1557523,
0,Nacional,Nacional,Brazil,2020-04-02,37,,,,,,,,,,,,,,,,,,,,,,,,,-48.76368,32.73007,354.1334936,,,0.6642722,6.429803,0.1683494,
0,Nacional,Nacional,Brazil,2020-04-03,38,,,,,,,,,,,,,,,,,,,,,,,,,-47.76408,33.50023,387.6337236,,,0.6952347,6.689984,0.1764356,
0,Nacional,Nacional,Brazil,2020-04-04,39,,,,,,,,,,,,,,,,,,,,,,,,,-46.71932,34.20574,421.8394636,,,0.7233852,6.951226,0.1918075,
0,Nacional,Nacional,Brazil,2020-04-05,40,,,,,,,,,,,,,,,,,,,,,,,,,-45.91211,34.83904,456.6785036,,,0.7491491,7.213381,0.2048375,
0,Nacional,Nacional,Brazil,2020-04-06,41,,,,,,,,,,,,,,,,,,,,,,,,,-44.99646,35.43321,492.1117136,,,0.8472282,7.476364,0.2213593,
0,Nacional,Nacional,Brazil,2020-04-07,42,,,,,,,,,,,,,,,,,,,,,,,,,-44.01605,36.00838,528.1200936,,,0.898697,7.74021,0.2350279,
0,Nacional,Nacional,Brazil,2020-04-08,43,,,,,,,,,,,,,,,,,,,,,,,,,-43.19034,36.5902,564.7102936,,,0.9409178,8.005109,0.2598276,
0,Nacional,Nacional,Brazil,2020-04-09,44,,,,,,,,,,,,,,,,,,,,,,,,,-41.65905,37.10427,601.8145636,,,0.9776828,8.271419,0.2721644,
0,Nacional,Nacional,Brazil,2020-04-10,45,,,,,,,,,,,,,,,,,,,,,,,,,-44.33891,37.58305,639.3976136,,,1.010566,8.539642,0.2787001,
0,Nacional,Nacional,Brazil,2020-04-11,46,,,,,,,,,,,,,,,,,,,,,,,,,-44.10435,38.03231,677.4299236,,,1.040435,8.810364,0.2764481,
0,Nacional,Nacional,Brazil,2020-04-12,47,,,,,,,,,,,,,,,,,,,,,,,,,-44.0351,38.45562,715.8855436,,,1.067848,9.084158,0.282528,
0,Nacional,Nacional,Brazil,2020-04-13,48,,,,,,,,,,,,,,,,,,,,,,,,,-44.06884,38.58897,754.4745136,,,1.093194,9.361476,0.2811684,
0,Nacional,Nacional,Brazil,2020-04-14,49,,,,,,,,,,,,,,,,,,,,,,,,,-44.66626,38.96881,793.4433236,,,1.116762,9.642546,0.2909519,
0,Nacional,Nacional,Brazil,2020-04-15,50,,,,,,,,,,,,,,,,,,,,,,,,,-45.04911,39.34314,832.7864636,,,1.138779,9.927299,0.2895161,
0,Nacional,Nacional,Brazil,2020-04-16,51,,,,,,,,,,,,,,,,,,,,,,,,,-46.06667,39.47083,872.2572936,,,2.159623,10.21535,0.2933017,
0,Nacional,Nacional,Brazil,2020-04-17,52,,,,,,,,,,,,,,,,,,,,,,,,,-42.9068,39.79825,912.0555436,,,2.808427,10.50605,0.3206725,
0,Nacional,Nacional,Brazil,2020-04-18,53,,,,,,,,,,,,,,,,,,,,,,,,,-42.90612,40.10968,952.1652236,,,3.361331,10.79856,0.3550129,
0,Nacional,Nacional,Brazil,2020-04-19,54,,,,,,,,,,,,,,,,,,,,,,,,,-42.82204,40.40654,992.5717636,,,5.114966,11.09202,0.3687517,
0,Nacional,Nacional,Brazil,2020-04-20,55,,,,,,,,,,,,,,,,,,,,,,,,,-42.59687,40.55096,1033.122724,,,5.974812,11.3856,0.3859208,
0,Nacional,Nacional,Brazil,2020-04-21,56,,,,,,,,,,,,,,,,,,,,,,,,,-44.68054,40.82105,1073.943774,,,7.163231,11.6786,0.3856415,
0,Nacional,Nacional,Brazil,2020-04-22,57,,,,,,,,,,,,,,,,,,,,,,,,,-44.3766,41.07963,1115.023404,,,7.943847,11.97044,0.392073,
0,Nacional,Nacional,Brazil,2020-04-23,58,,,,,,,,,,,,,,,,,,,,,,,,,-44.41782,40.95756,1155.980964,,,8.977125,12.26066,0.4168333,
0,Nacional,Nacional,Brazil,2020-04-24,59,,,,,,,,,,,,,,,,,,,,,,,,,-44.38231,41.19332,1197.174284,,,9.705827,12.54893,0.4243076,
0,Nacional,Nacional,Brazil,2020-04-25,60,,,,,,,,,,,,,,,,,,,,,,,,,-44.08612,41.41973,1238.594014,,,10.33691,12.83515,0.4482492,
0,Nacional,Nacional,Brazil,2020-04-26,61,,,,,,,,,,,,,,,,,,,,,,,,,-43.84163,41.63739,1280.231404,,,10.90095,13.11967,0.4645049,
0,Nacional,Nacional,Brazil,2020-04-27,62,,,,,,,,,,,,,,,,,,,,,,,,,-43.80272,41.72427,1321.955674,,,11.41347,13.40336,0.4969747,
0,Nacional,Nacional,Brazil,2020-04-28,63,,,,,,,,,,,,,,,,,,,,,,,,,-41.06041,41.92525,1363.880924,,,12.3042,13.68769,0.5246847,
0,Nacional,Nacional,Brazil,2020-04-29,64,,,,,,,,,,,,,,,,,,,,,,,,,-40.863,42.11893,1405.999854,,,13.5641,13.97457,0.5635801,
0,Nacional,Nacional,Brazil,2020-04-30,65,,,,,,,,,,,,,,,,,,,,,,,,,-39.52993,42.30571,1448.305564,,,14.36097,14.26599,0.6024327,
0,Nacional,Nacional,Brazil,2020-05-01,66,,,,,,,,,,,,,,,,,,,,,,,,,-41.88612,42.48595,1490.791514,,,15.21921,14.56381,0.6276543,
0,Nacional,Nacional,Brazil,2020-05-02,67,,,,,,,,,,,,,,,,,,,,,,,,,-41.64082,42.66001,1533.451524,,,15.90034,14.86953,0.6246921,
0,Nacional,Nacional,Brazil,2020-05-03,68,,,,,,,,,,,,,,,,,,,,,,,,,-41.48449,42.82821,1576.279734,,,16.74133,15.18412,0.6425592,
0,Nacional,Nacional,Brazil,2020-05-04,69,,,,,,,,,,,,,,,,,,,,,,,,,-40.92381,42.76221,1619.041944,,,17.39276,15.50788,0.6950034,
0,Nacional,Nacional,Brazil,2020-05-05,70,,,,,,,,,,,,,,,,,,,,,,,,,-40.47116,42.93072,1661.972664,,,17.97952,15.84026,0.7249905,
0,Nacional,Nacional,Brazil,2020-05-06,71,,,,,,,,,,,,,,,,,,,,,,,,,-40.0249,43.04265,1705.015314,,,18.6325,16.17991,0.7722946,
0,Nacional,Nacional,Brazil,2020-05-07,72,,,,,,,,,,,,,,,,,,,,,,,,,-40.25401,43.20251,1748.217824,,,19.34889,16.52487,0.8088876,
0,Nacional,Nacional,Brazil,2020-05-08,73,,,,,,,,,,,,,,,,,,,,,,,,,-36.59483,43.37278,1791.590604,,,23.32178,16.87285,0.8614693,
0,Nacional,Nacional,Brazil,2020-05-09,74,,,,,,,,,,,,,,,,,,,,,,,,,-35.42136,43.55835,1835.148954,,,25.44166,17.22152,0.933436,
0,Nacional,Nacional,Brazil,2020-05-10,75,,,,,,,,,,,,,,,,,,,,,,,,,-34.22299,43.71941,1878.868364,,,27.05134,17.56869,0.9653074,
0,Nacional,Nacional,Brazil,2020-05-11,76,,,,,,,,,,,,,,,,,,,,,,,,,-34.2864,43.24781,1922.116174,,,28.42903,17.91236,0.9195772,
0,Nacional,Nacional,Brazil,2020-05-12,77,,,,,,,,,,,,,,,,,,,,,,,,,-34.51959,43.22427,1965.340444,,,30.24987,18.25073,0.947733,
0,Nacional,Nacional,Brazil,2020-05-13,78,,,,,,,,,,,,,,,,,,,,,,,,,-35.02816,43.54574,2008.886184,,,32.73411,18.58207,0.9667764,
0,Nacional,Nacional,Brazil,2020-05-14,79,,,,,,,,,,,,,,,,,,,,,,,,,-35.71646,43.69042,2052.576604,,,34.39547,18.90471,1.014106,
0,Nacional,Nacional,Brazil,2020-05-15,80,,,,,,,,,,,,,,,,,,,,,,,,,-36.6717,43.82761,2096.404214,,,36.31762,19.2171,1.071437,
0,Nacional,Nacional,Brazil,2020-05-16,81,,,,,,,,,,,,,,,,,,,,,,,,,-37.79279,43.96785,2140.372064,,,37.8129,19.51787,1.103917,
0,Nacional,Nacional,Brazil,2020-05-17,82,,,,,,,,,,,,,,,,,,,,,,,,,-38.81456,44.12128,2184.493344,,,39.67944,19.80595,1.103224,
0,Nacional,Nacional,Brazil,2020-05-18,83,,,,,,,,,,,,,,,,,,,,,,,,,-38.89619,44.14814,2228.641484,,,41.12256,20.0808,1.176211,
0,Nacional,Nacional,Brazil,2020-05-19,84,,,,,,,,,,,,,,,,,,,,,,,,,-38.95714,44.27097,2272.912454,,,42.42515,20.34714,1.281982,
0,Nacional,Nacional,Brazil,2020-05-20,85,,,,,,,,,,,,,,,,,,,,,,,,,-38.66041,44.39473,2317.307184,,,43.62696,20.60602,1.361923,
0,Nacional,Nacional,Brazil,2020-05-21,86,,,,,,,,,,,,,,,,,,,,,,,,,-38.42258,44.51093,2361.818114,,,44.74823,20.85954,1.39157,
0,Nacional,Nacional,Brazil,2020-05-22,87,,,,,,,,,,,,,,,,,,,,,,,,,-38.25905,44.62286,2406.440974,,,45.80191,21.11047,1.459017,
0,Nacional,Nacional,Brazil,2020-05-23,88,,,,,,,,,,,,,,,,,,,,,,,,,-38.29442,44.70123,2451.142204,,,46.79726,21.36172,1.485844,
0,Nacional,Nacional,Brazil,2020-05-24,89,,,,,,,,,,,,,,,,,,,,,,,,,-38.57279,44.77248,2495.914684,,,47.74126,21.61591,1.590203,
0,Nacional,Nacional,Brazil,2020-05-25,90,,,,,,,,,,,,,,,,,,,,,,,,,-38.80653,44.36343,2540.278114,,,48.63947,21.87503,1.60171,
0,Nacional,Nacional,Brazil,2020-05-26,91,,,,,,,,,,,,,,,,,,,,,,,,,-38.57197,44.34225,2584.620364,,,49.49641,22.13605,1.605297,
0,Nacional,Nacional,Brazil,2020-05-27,92,,,,,,,,,,,,,,,,,,,,,,,,,-38.30272,44.36342,2628.983784,,,50.31583,22.40024,1.627771,
0,Nacional,Nacional,Brazil,2020-05-28,93,,,,,,,,,,,,,,,,,,,,,,,,,-37.83415,44.08701,2673.070794,,,51.15031,22.6688,1.719732,
0,Nacional,Nacional,Brazil,2020-05-29,94,,,,,,,,,,,,,,,,,,,,,,,,,-37.01551,44.17046,2717.241254,,,51.92392,22.94327,1.772412,
0,Nacional,Nacional,Brazil,2020-05-30,95,,,,,,,,,,,,,,,,,,,,,,,,,-35.91483,44.25186,2761.493114,,,52.66341,23.22569,1.937204,
0,Nacional,Nacional,Brazil,2020-05-31,96,,,,,,,,,,,,,,,,,,,,,,,,,-34.78599,44.3313,2805.824414,,,53.37321,23.51842,1.95076,
0,Nacional,Nacional,Brazil,2020-06-01,97,,,,,,,,,,,,,,,,,,,,,,,,,-33.70245,42.2411,2848.065514,,,54.0561,23.82376,1.919914,
0,Nacional,Nacional,Brazil,2020-06-02,98,,,,,,,,,,,,,,,,,,,,,,,,,-33.13279,42.22735,2890.292864,,,54.71418,24.14331,1.98251,
0,Nacional,Nacional,Brazil,2020-06-03,99,,,,,,,,,,,,,,,,,,,,,,,,,-32.55809,42.27467,2932.567534,,,55.34923,24.47737,2.067377,
0,Nacional,Nacional,Brazil,2020-06-04,100,,,,,,,,,,,,,,,,,,,,,,,,,-32.11225,42.34051,2974.908044,,,55.96275,24.82458,2.128266,
0,Nacional,Nacional,Brazil,2020-06-05,101,,,,,,,,,,,,,,,,,,,,,,,,,-31.54435,42.42597,3017.334014,,,56.55609,25.18193,2.165929,
0,Nacional,Nacional,Brazil,2020-06-06,102,,,,,,,,,,,,,,,,,,,,,,,,,-31.04272,41.65883,3058.992844,,,57.13045,25.54522,2.087063,
0,Nacional,Nacional,Brazil,2020-06-07,103,,,,,,,,,,,,,,,,,,,,,,,,,-30.67374,41.72583,3100.718674,,,57.68689,25.90988,2.073385,
0,Nacional,Nacional,Brazil,2020-06-08,104,,,,,,,,,,,,,,,,,,,,,,,,,-30.07061,41.06804,3141.786714,,,58.2264,26.27188,2.109154,
0,Nacional,Nacional,Brazil,2020-06-09,105,,,,,,,,,,,,,,,,,,,,,,,,,-29.64599,41.12973,3182.916444,,,58.74988,26.6285,2.126896,
0,Nacional,Nacional,Brazil,2020-06-10,106,,,,,,,,,,,,,,,,,,,,,,,,,-28.83061,41.18974,3224.106184,,,59.25813,26.97868,2.13855,
0,Nacional,Nacional,Brazil,2020-06-11,107,,,,,,,,,,,,,,,,,,,,,,,,,-30.34531,41.24823,3265.354414,,,59.75192,27.32285,2.085118,
0,Nacional,Nacional,Brazil,2020-06-12,108,,,,,,,,,,,,,,,,,,,,,,,,,-29.81197,41.30531,3306.659724,,,60.23194,27.6624,2.019703,
0,Nacional,Nacional,Brazil,2020-06-13,109,,,,,,,,,,,,,,,,,,,,,,,,,-30.03755,41.36106,3348.020784,,,60.69883,27.99882,1.921155,
0,Nacional,Nacional,Brazil,2020-06-14,110,,,,,,,,,,,,,,,,,,,,,,,,,-30.17279,41.41557,3389.436354,,,61.15321,28.33307,1.86162,
0,Nacional,Nacional,Brazil,2020-06-15,111,,,,,,,,,,,,,,,,,,,,,,,,,-30.44993,41.281,3430.717354,,,61.59561,28.66512,1.856609,
0,Nacional,Nacional,Brazil,2020-06-16,112,,,,,,,,,,,,,,,,,,,,,,,,,-30.41415,41.05292,3471.770274,,,62.02657,28.99391,1.821264,
0,Nacional,Nacional,Brazil,2020-06-17,113,,,,,,,,,,,,,,,,,,,,,,,,,-30.94054,41.10344,3512.873714,,,62.44658,29.31771,1.794722,
0,Nacional,Nacional,Brazil,2020-06-18,114,,,,,,,,,,,,,,,,,,,,,,,,,-29.15742,41.10805,3553.981764,,,62.85609,29.63479,1.724378,
0,Nacional,Nacional,Brazil,2020-06-19,115,,,,,,,,,,,,,,,,,,,,,,,,,-29.71252,41.10862,3595.090384,,,63.25553,29.94426,1.851227,
0,Nacional,Nacional,Brazil,2020-06-20,116,,,,,,,,,,,,,,,,,,,,,,,,,-29.2434,41.15603,3636.246414,,,63.64531,30.24652,1.977842,
0,Nacional,Nacional,Brazil,2020-06-21,117,,,,,,,,,,,,,,,,,,,,,,,,,-28.6249,41.20251,3677.448924,,,64.02579,30.54351,1.956358,
0,Nacional,Nacional,Brazil,2020-06-22,118,,,,,,,,,,,,,,,,,,,,,,,,,-28.42721,41.2481,3718.697024,,,64.39735,30.83829,1.982262,
0,Nacional,Nacional,Brazil,2020-06-23,119,,,,,,,,,,,,,,,,,,,,,,,,,-28.04503,41.29282,3759.989844,,,64.76031,31.13428,2.035737,
0,Nacional,Nacional,Brazil,2020-06-24,120,,,,,,,,,,,,,,,,,,,,,,,,,-28.34408,41.0571,3801.046944,,,65.11501,31.43425,2.043314,
0,Nacional,Nacional,Brazil,2020-06-25,121,,,,,,,,,,,,,,,,,,,,,,,,,-28.30449,41.09825,3842.145194,,,65.46175,31.73943,2.107737,
0,Nacional,Nacional,Brazil,2020-06-26,122,,,,,,,,,,,,,,,,,,,,,,,,,-28.41048,41.13867,3883.283864,,,65.8008,32.04879,2.149507,
0,Nacional,Nacional,Brazil,2020-06-27,123,,,,,,,,,,,,,,,,,,,,,,,,,-29.1815,41.17839,3924.462254,,,66.13244,32.35907,2.165344,
0,Nacional,Nacional,Brazil,2020-06-28,124,,,,,,,,,,,,,,,,,,,,,,,,,-29.7385,41.21743,3965.679684,,,66.45692,32.66549,2.260334,
0,Nacional,Nacional,Brazil,2020-06-29,125,,,,,,,,,,,,,,,,,,,,,,,,,-30.03034,41.25581,4006.935494,,,66.77451,32.96315,2.259882,
0,Nacional,Nacional,Brazil,2020-06-30,126,,,,,,,,,,,,,,,,,,,,,,,,,-29.9849,41.29353,4048.229024,,,67.08541,33.24854,2.181381,
0,Nacional,Nacional,Brazil,2020-07-01,127,,,,,,,,,,,,,,,,,,,,,,,,,-29.2102,41.33061,4089.559634,,,67.38987,33.52091,2.244894,
0,Nacional,Nacional,Brazil,2020-07-02,128,,,,,,,,,,,,,,,,,,,,,,,,,-28.55157,41.36708,4130.926714,,,67.68809,33.78303,2.333562,
0,Nacional,Nacional,Brazil,2020-07-03,129,,,,,,,,,,,,,,,,,,,,,,,,,-27.78082,41.35511,4172.281824,,,67.98027,34.04104,2.206145,
0,Nacional,Nacional,Brazil,2020-07-04,130,,,,,,,,,,,,,,,,,,,,,,,,,-26.42177,41.39035,4213.672174,,,68.26661,34.30351,2.176584,
0,Nacional,Nacional,Brazil,2020-07-05,131,,,,,,,,,,,,,,,,,,,,,,,,,-25.65293,41.42502,4255.097194,,,68.54729,34.57973,2.131865,
0,Nacional,Nacional,Brazil,2020-07-06,132,,,,,,,,,,,,,,,,,,,,,,,,,-24.65986,41.06844,4296.165634,,,68.82247,34.87759,2.079311,
0,Nacional,Nacional,Brazil,2020-07-07,133,,,,,,,,,,,,,,,,,,,,,,,,,-24.04422,41.00397,4337.169604,,,69.09235,35.20166,2.131864,
0,Nacional,Nacional,Brazil,2020-07-08,134,,,,,,,,,,,,,,,,,,,,,,,,,-23.63361,41.03645,4378.206054,,,69.35707,35.55189,2.055023,
0,Nacional,Nacional,Brazil,2020-07-09,135,,,,,,,,,,,,,,,,,,,,,,,,,-23.51034,41.06842,4419.274474,,,69.61678,35.92341,1.97874,
0,Nacional,Nacional,Brazil,2020-07-10,136,,,,,,,,,,,,,,,,,,,,,,,,,-23.18367,41.0999,4460.374374,,,69.87165,36.30735,1.977369,
0,Nacional,Nacional,Brazil,2020-07-11,137,,,,,,,,,,,,,,,,,,,,,,,,,-23.2166,41.13089,4501.505264,,,70.1218,36.69254,1.968429,
0,Nacional,Nacional,Brazil,2020-07-12,138,,,,,,,,,,,,,,,,,,,,,,,,,-22.88952,40.99799,4542.503254,,,70.36738,37.06756,1.94592,
0,Nacional,Nacional,Brazil,2020-07-13,139,,,,,,,,,,,,,,,,,,,,,,,,,-22.97265,41.02738,4583.530634,,,70.6085,37.4211,1.936951,
0,Nacional,Nacional,Brazil,2020-07-14,140,,,,,,,,,,,,,,,,,,,,,,,,,-23.42776,41.05633,4624.586964,,,70.84531,37.74675,1.898564,
0,Nacional,Nacional,Brazil,2020-07-15,141,,,,,,,,,,,,,,,,,,,,,,,,,-23.54708,41.08485,4665.671814,,,71.07792,38.04209,1.861173,
0,Nacional,Nacional,Brazil,2020-07-16,142,,,,,,,,,,,,,,,,,,,,,,,,,-23.65279,41.08893,4706.760744,,,71.30644,38.30878,1.841093,
0,Nacional,Nacional,Brazil,2020-07-17,143,,,,,,,,,,,,,,,,,,,,,,,,,-23.81959,41.1166,4747.877344,,,71.53098,38.55173,1.74394,
0,Nacional,Nacional,Brazil,2020-07-18,144,,,,,,,,,,,,,,,,,,,,,,,,,-23.71088,41.14386,4789.021204,,,71.75167,38.77769,1.648021,
0,Nacional,Nacional,Brazil,2020-07-19,145,,,,,,,,,,,,,,,,,,,,,,,,,-23.46313,41.17073,4830.191934,,,71.96858,38.99368,1.643234,
0,Nacional,Nacional,Brazil,2020-07-20,146,,,,,,,,,,,,,,,,,,,,,,,,,-23.22408,41.19721,4871.389144,,,72.18184,39.2073,1.629755,
0,Nacional,Nacional,Brazil,2020-07-21,147,,,,,,,,,,,,,,,,,,,,,,,,,-22.81782,41.22331,4912.612454,,,72.39153,39.42282,1.600791,
0,Nacional,Nacional,Brazil,2020-07-22,148,,,,,,,,,,,,,,,,,,,,,,,,,-22.51878,41.24905,4953.861504,,,72.59773,39.64675,1.725341,
0,Nacional,Nacional,Brazil,2020-07-23,149,,,,,,,,,,,,,,,,,,,,,,,,,-22.02286,41.27442,4995.135924,,,72.80056,39.8797,1.809001,
0,Nacional,Nacional,Brazil,2020-07-24,150,,,,,,,,,,,,,,,,,,,,,,,,,-21.65333,41.29944,5036.435364,,,73.00008,40.12121,1.930212,
0,Nacional,Nacional,Brazil,2020-07-25,151,,,,,,,,,,,,,,,,,,,,,,,,,-21.34,41.32411,5077.759474,,,73.19638,40.37022,2.027828,
0,Nacional,Nacional,Brazil,2020-07-26,152,,,,,,,,,,,,,,,,,,,,,,,,,-21.30653,41.27448,5119.033954,,,73.38954,40.62556,2.031189,
0,Nacional,Nacional,Brazil,2020-07-27,153,,,,,,,,,,,,,,,,,,,,,,,,,-21.25537,41.29845,5160.332404,,,73.57964,40.88627,2.042192,
0,Nacional,Nacional,Brazil,2020-07-28,154,,,,,,,,,,,,,,,,,,,,,,,,,-21.14721,41.32209,5201.654494,,,73.76676,41.15278,2.08407,
0,Nacional,Nacional,Brazil,2020-07-29,155,,,,,,,,,,,,,,,,,,,,,,,,,-21.29551,41.34541,5242.999904,,,73.95096,41.42061,2.042485,
0,Nacional,Nacional,Brazil,2020-07-30,156,,,,,,,,,,,,,,,,,,,,,,,,,-21.41483,41.36841,5284.368314,,,74.13231,41.68972,1.997203,
0,Nacional,Nacional,Brazil,2020-07-31,157,,,,,,,,,,,,,,,,,,,,,,,,,-21.12422,41.39111,5325.759424,,,74.31089,41.96006,1.958673,
0,Nacional,Nacional,Brazil,2020-08-01,158,,,,,,,,,,,,,,,,,,,,,,,,,-20.58966,41.41351,5367.172934,,,74.48676,42.23154,1.916701,
0,Nacional,Nacional,Brazil,2020-08-02,159,,,,,,,,,,,,,,,,,,,,,,,,,-19.95401,41.43562,5408.608554,,,74.65997,42.50414,1.919801,
1,Acre,AC,Brazil,2020-02-25,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.514286,0,0,24,27,,0,0,2
1,Acre,AC,Brazil,2020-02-26,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6571429,0,0,24,17,0,0,0,8
