state_code,state_same,state_short,date,days,daily_dases,total_cases,deaths_daily,deaths_dotal,dchool_closure,days_since_schools_closed,workplace_closure,days_workplace_closure,public_events_cancelled,public_events_cancelled_days,public_transit_suspended,days_since_transit_suspend,information_campaign,information_campaign_days,internal_travel_control,days_since_internal_travel_ban,international_travel_controls,days_since_international_ban,use_face_masks,days_use_face_mask,stay_at_home,days_since_stay_at_home,rest_on_gatherings,days_rest_on_gatherings,mobility_index,policy_index,ranking_mobility_daily,ranking_mobility_accumulated,ranking_policy_daily,ranking_policy_accumulated
9,Ciudad de Mexico,CDMX,2020-04-17,50,252,2080,26,136,1,29,0.5,19,1,32,0.5,14,1,26,0,0,0.127907,0,1,9,0.3,26,0.75,34,-53.8,40.74008,4,3,13,19
10,Durango,Dgo,2020-04-17,50,2,19,0,4,1,26,0.5,19,1,16,0.5,23,1,31,0.5,24,0.5,24,1,2,0.3,28,0.75,16,-41.02857,41.13412,25,24,11,24
11,Guanajuato,Gto,2020-04-17,50,17,113,1,7,1,32,0.5,25,1,32,0.5,16,1,32,0.5,8,0.127907,0,0.5,5,0.3,20,0.75,32,-41.48571,41.43022,24,20,9,11
12,Guerrero,Gro,2020-04-17,50,10,110,2,11,1,26,0.5,25,1,25,0,0,1,26,0.5,15,0.5,17,0.5,1,0.5,28,0.75,25,-46.28571,38.81649,13,19,17,25
13,Hidalgo,Hgo,2020-04-17,50,3,70,1,13,1,26,0.5,19,1,25,0.5,28,1,28,0.5,16,0.127907,0,0,0,0.3,32,0.75,25,-38.85714,38.73564,29,27,18,20
14,Jalisco,Jal,2020-04-17,50,12,190,2,13,1,32,0.5,32,1,36,0.5,32,1,32,0.5,32,0.5,32,1,1,0.5,29,0.75,36,-43.6,50.73498,20,9,3,2
15,Estado de Mexico,Edomex,2020-04-17,50,59,754,3,49,1,26,0.5,25,1,33,0.5,10,1,32,0.5,10,0.127907,0,0.5,10,0.3,26,0.75,33,-38.28571,41.42306,30,29,10,13
16,Michoac�n,Mich,2020-04-17,50,10,94,2,15,1,25,0.5,25,1,33,0.5,4,1,33,0,0,0.127907,0,1,2,0.5,33,0.75,25,-35.31429,39.24372,32,31,14,15
17,Morelos,Mor,2020-04-17,50,7,65,0,10,1,31,0.5,25,1,31,0.5,17,1,47,0.5,8,0.127907,0,1,7,0.5,38,0.75,25,-41.48571,46.83224,23,30,5,6
18,Nayarit,Nay,2020-04-17,50,1,30,0,5,1,26,0.5,25,1,33,0.5,32,1,42,0.5,32,0.5,32,0,0,0.3,42,0.75,25,-48.82857,46.79155,7,14,6,3
19,Nuevo Le�n,NL,2020-04-17,50,7,166,1,6,1,26,0.5,24,1,25,0.5,41,1,50,0.5,20,0.5,29,1,13,0.5,32,0.75,35,-47.77143,53.15274,9,7,1,1
20,Oaxaca,Oax,2020-04-17,50,5,58,0,5,1,26,0.5,25,1,36,0.5,18,1,24,0.5,15,0.5,38,0.5,1,0.5,27,0.75,25,-45.88572,44.89917,15,15,8,10
21,Puebla,Pue,2020-04-17,50,10,315,4,36,1,26,0.5,19,1,25,0,0,1,32,0,0,0.127907,0,1,4,0.5,26,0.75,25,-40.22857,36.73611,27,26,23,26
22,Quer�taro,Qro,2020-04-17,50,2,78,0,5,1,33,0.5,25,1,35,0.5,1,1,39,0,0,0.127907,0,0.5,1,0.3,37,0.75,25,-41.82857,37.78021,22,25,21,8
23,Quintana Roo,QRoo,2020-04-17,50,14,290,0,28,1,26,0.5,25,1,18,0.5,15,1,12,0.5,25,0.127907,0,1,5,0.3,51,0.75,25,-65,39.02686,1,1,15,27
24,San Luis Potos�,SLP,2020-04-17,50,2,58,0,4,1,26,0.5,26,0.5,33,0.5,4,1,26,0,0,0.127907,0,0,0,0.3,26,0.75,33,-44.68571,31.44743,18,22,31,30
25,Sinaloa,Sin,2020-04-17,50,47,374,3,43,1,29,0.5,25,0.5,29,0.5,25,1,29,0.5,14,0.127907,0,0,0,0.3,26,0.75,29,-50.2,36.2705,6,13,25,22
26,Sonora,Son,2020-04-17,50,8,97,0,10,1,32,0.5,25,1,32,0.5,21,1,32,0.5,28,0.127907,0,0.5,14,1,26,1,32,-52.2,51.8584,5,8,2,5
27,Tabasco,Tab,2020-04-17,50,17,250,2,27,1,26,0.5,25,0.5,35,0.5,23,0.5,35,0.5,29,0.127907,0,0,0,0.5,26,0.75,35,-47.2,35.8362,10,23,27,17
28,Tamaulipas,Tamps,2020-04-17,50,13,91,1,5,1,32,0.5,25,1,35,0.5,23,1,32,0.5,32,0.127907,0,1,5,0.3,26,1,35,-44.4,48.50288,19,18,4,4
29,Tlaxcala,Tlax,2020-04-17,50,5,67,0,4,1,33,0.5,25,1,21,0,0,1,33,0,0,0.127907,0,0,0,0.3,26,1,21,-36.54286,34.56449,31,32,29,23
30,Veracruz,Ver,2020-04-17,50,9,121,1,7,1,32,0.5,25,0.5,35,0.5,18,1,33,0.5,17,0.127907,0,0.5,12,0.3,26,0.5,35,-38.91429,38.17461,28,28,20,12
31,Yucat�n,Yuc,2020-04-17,50,9,140,1,8,1,32,0.5,25,1,22,0.5,28,1,32,0.5,32,0.5,35,0,0,0.5,26,0.75,26,-58,45.93278,3,2,7,7
32,Zacatecas,Zac,2020-04-17,50,5,23,0,2,1,25,0.5,25,0.5,27,0,0,1,34,0,0,0.127907,0,0,0,0.3,26,0.75,27,-45.62857,29.90417,16,6,32,31
0,Nacional,Nacional,2020-04-18,51,616,7497,107,650,,,,,,,,,,,,,,,,,,,,,-43.1433,41.41843,,,,
1,Aguascalientes,Ags,2020-04-18,51,0,77,0,2,1,30,0.5,26,1,37,0.5,22,1,27,0,0,0.127907,0,0.5,11,0.3,27,0.75,20,-41.37143,39.13704,21,13,18,16
2,Baja California,BC,2020-04-18,51,74,610,35,68,1,30,0.5,26,1,34,0,0,1,27,0.5,23,0.127907,0,0.5,2,0.3,24,0.75,20,-46.2,37.41821,10,10,22,21
3,Baja California Sur,BCS,2020-04-18,51,4,173,0,6,1,30,0.5,26,1,32,0,0,1,27,0.5,18,0.5,36,0,0,0.3,27,0.75,20,-58.91429,39.3978,2,4,17,17
4,Campeche,Camp,2020-04-18,51,9,56,0,3,1,31,0.5,20,1,38,0,0,0.5,27,0.5,33,0.5,31,0,0,0.3,26,0.75,20,-48.05714,36.70988,7,5,25,14
5,Coahuila,Coah,2020-04-18,51,15,232,3,18,1,30,0.5,26,1,31,0,0,1,25,0.5,9,0.127907,0,0,0,0.5,26,0.75,21,-45.28571,36.16776,13,16,27,29
6,Colima,Col,2020-04-18,51,1,10,0,2,1,33,0.5,33,1,33,0.5,30,1,33,0.5,16,0.127907,0,0,0,0.3,28,0.75,20,-38.85714,41.30594,27,11,12,9
7,Chiapas,Chis,2020-04-18,51,4,62,0,3,1,30,0.5,26,1,35,0.5,15,0.5,30,0,0,0.127907,0,0,0,0.5,24,0.75,20,-43.51429,33.86654,17,17,30,28
8,Chihuahua,Chih,2020-04-18,51,16,131,5,31,1,27,0.5,20,1,25,0,0,1,14,0.5,3,0.5,30,0.5,5,0.5,27,0.75,26,-44.82857,36.97133,14,20,24,32
9,Ciudad de Mexico,CDMX,2020-04-18,51,219,2299,42,178,1,30,0.5,20,1,33,0.5,15,1,27,0,0,0.127907,0,1,10,0.3,27,0.75,35,-52.54286,41.254,4,3,13,19
10,Durango,Dgo,2020-04-18,51,0,19,0,4,1,27,0.5,20,1,17,0.5,24,1,32,0.5,25,0.5,25,1,3,0.3,29,0.75,17,-39.17143,42.06713,25,24,9,24
11,Guanajuato,Gto,2020-04-18,51,3,116,2,9,1,33,0.5,26,1,33,0.5,17,1,33,0.5,9,0.127907,0,0.5,6,0.3,21,0.75,33,-39.94286,41.95293,24,21,10,11
12,Guerrero,Gro,2020-04-18,51,0,110,0,11,1,27,0.5,26,1,26,0,0,1,27,0.5,16,0.5,18,0.5,2,0.5,29,0.75,26,-45.8,39.54023,12,18,16,25
13,Hidalgo,Hgo,2020-04-18,51,5,75,0,13,1,27,0.5,20,1,26,0.5,29,1,29,0.5,17,0.127907,0,0,0,0.3,33,0.75,26,-37.74286,39.13157,29,27,19,20
14,Jalisco,Jal,2020-04-18,51,6,196,0,13,1,33,0.5,33,1,37,0.5,33,1,33,0.5,33,0.5,33,1,2,0.5,30,0.75,37,-41.88572,51.5757,20,9,3,2
15,Estado de Mexico,Edomex,2020-04-18,51,32,786,3,52,1,27,0.5,26,1,34,0.5,11,1,33,0.5,11,0.127907,0,0.5,11,0.3,27,0.75,34,-36.94286,41.91893,30,30,11,13
16,Michoac�n,Mich,2020-04-18,51,13,107,1,16,1,26,0.5,26,1,34,0.5,5,1,34,0.5,1,0.127907,0,1,3,0.5,34,0.75,26,-34.14286,40.77082,32,31,14,15
17,Morelos,Mor,2020-04-18,51,12,77,1,11,1,32,0.5,26,1,32,0.5,18,1,48,0.5,9,0.127907,0,1,8,0.5,39,0.75,26,-40.94286,47.41013,22,29,5,6
18,Nayarit,Nay,2020-04-18,51,3,33,0,5,1,27,0.5,26,1,34,0.5,33,1,43,0.5,33,0.5,33,0,0,0.3,43,0.75,26,-47.71429,47.09162,8,14,6,3
19,Nuevo Le�n,NL,2020-04-18,51,6,172,0,6,1,27,0.5,25,1,26,0.5,42,1,51,0.5,21,0.5,30,1,14,0.5,33,0.75,36,-46.48571,53.61499,9,7,1,1
20,Oaxaca,Oax,2020-04-18,51,4,62,1,6,1,27,0.5,26,1,37,0.5,19,1,25,0.5,16,0.5,39,0.5,2,0.5,28,0.75,26,-44.71429,45.60906,15,15,8,10
21,Puebla,Pue,2020-04-18,51,15,330,4,40,1,27,0.5,20,1,26,0,0,1,33,0,0,0.127907,0,1,5,0.5,27,0.75,26,-39.08571,37.35103,26,26,23,26
22,Quer�taro,Qro,2020-04-18,51,1,79,1,6,1,34,0.5,26,1,36,0.5,2,1,40,0,0,0.127907,0,0.5,2,0.3,38,0.75,26,-40.42857,38.54171,23,25,20,8
23,Quintana Roo,QRoo,2020-04-18,51,25,315,3,31,1,27,0.5,26,1,19,0.5,16,1,13,0.5,26,0.127907,0,1,6,0.3,52,0.75,26,-65.05714,39.79517,1,1,15,27
24,San Luis Potos�,SLP,2020-04-18,51,1,59,0,4,1,27,0.5,27,0.5,34,0.5,5,1,27,0,0,0.127907,0,0,0,0.3,27,0.75,34,-43.34286,31.83418,18,23,31,30
25,Sinaloa,Sin,2020-04-18,51,39,413,2,45,1,30,0.5,26,0.5,30,0.5,26,1,30,0.5,15,0.127907,0,0,0,0.3,27,0.75,30,-49.25714,36.60375,6,12,26,22
26,Sonora,Son,2020-04-18,51,11,108,0,10,1,33,0.5,26,1,33,0.5,22,1,33,0.5,29,0.127907,0,0.5,15,1,27,1,33,-51.4,52.27799,5,8,2,5
27,Tabasco,Tab,2020-04-18,51,28,278,1,28,1,27,0.5,26,0.5,36,0.5,24,0.5,36,0.5,30,0.127907,0,0,0,0.5,27,0.75,36,-46.05714,36.09967,11,22,28,18
28,Tamaulipas,Tamps,2020-04-18,51,26,117,0,5,1,33,0.5,26,1,36,0.5,24,1,33,0.5,33,0.127907,0,1,6,0.3,27,1,36,-43.31429,49.04762,19,19,4,4
29,Tlaxcala,Tlax,2020-04-18,51,5,72,0,4,1,34,0.5,26,1,22,0,0,1,34,0,0,0.127907,0,0,0,0.3,27,1,22,-35.05714,34.87829,31,32,29,23
30,Veracruz,Ver,2020-04-18,51,3,124,1,8,1,33,0.5,26,0.5,36,0.5,19,1,34,0.5,18,0.127907,0,0.5,13,0.3,27,0.5,36,-38,38.53421,28,28,21,12
31,Yucat�n,Yuc,2020-04-18,51,32,172,2,10,1,33,0.5,26,1,23,0.5,29,1,33,0.5,33,0.5,36,0,0,0.5,27,0.75,27,-57.4,46.30453,3,2,7,7
32,Zacatecas,Zac,2020-04-18,51,4,27,0,2,1,26,0.5,26,0.5,28,0,0,1,35,0,0,0.127907,0,0,0,0.3,27,0.75,28,-44.42857,30.14495,16,6,32,31
0,Nacional,Nacional,2020-04-19,52,764,8261,36,686,,,,,,,,,,,,,,,,,,,,,-42.84895,42.17253,,,,
1,Aguascalientes,Ags,2020-04-19,52,3,80,0,2,1,31,0.5,27,1,38,0.5,23,1,28,0,0,0.127907,0,0.5,12,0.3,28,0.75,21,-41.02857,39.52702,22,14,19,16
2,Baja California,BC,2020-04-19,52,70,680,7,75,1,31,0.5,27,1,35,0,0,1,28,0.5,24,0.127907,0,0.5,3,0.3,25,0.75,21,-46.2,37.94705,9,9,24,21
3,Baja California Sur,BCS,2020-04-19,52,20,193,1,7,1,31,0.5,27,1,33,0,0,1,28,0.5,19,0.5,37,0,0,0.3,28,0.75,21,-58.88572,39.76163,2,4,18,17
4,Campeche,Camp,2020-04-19,52,1,57,1,4,1,32,0.5,21,1,39,0,0,0.5,28,0.5,34,0.5,32,0,0,0.3,27,0.75,21,-47.88572,37.01581,7,5,26,14
5,Coahuila,Coah,2020-04-19,52,5,237,0,18,1,31,0.5,27,1,32,0,0,1,26,0.5,10,0.127907,0,0,0,0.5,27,0.75,22,-44.71429,36.56365,13,16,28,29
6,Colima,Col,2020-04-19,52,1,11,0,2,1,34,0.5,34,1,34,0.5,31,1,34,0.5,17,0.127907,0,0,0,0.3,29,0.75,21,-38.4,41.62883,27,12,14,10
7,Chiapas,Chis,2020-04-19,52,5,67,0,3,1,31,0.5,27,1,36,0.5,16,1,31,0,0,0.127907,0,0,0,0.5,25,0.75,21,-43.14286,38.0084,17,18,23,28
8,Chihuahua,Chih,2020-04-19,52,17,148,1,32,1,28,0.5,21,1,26,0.5,1,1,15,0.5,4,0.5,31,1,6,0.5,28,0.75,27,-44.05714,40.07664,15,20,17,32
9,Ciudad de Mexico,CDMX,2020-04-19,52,292,2591,5,183,1,31,0.5,21,1,34,0.5,16,1,28,0,0,0.127907,0,1,11,0.3,28,0.75,36,-52.05714,41.73781,4,3,13,18
10,Durango,Dgo,2020-04-19,52,2,21,0,4,1,28,0.5,21,1,18,0.5,25,1,33,0.5,26,0.5,26,1,4,0.3,30,0.75,18,-38.65714,42.89817,26,24,9,24
11,Guanajuato,Gto,2020-04-19,52,17,133,0,9,1,34,0.5,27,1,34,0.5,18,1,34,0.5,10,0.127907,0,0.5,7,0.3,22,0.75,34,-39.51429,42.43975,24,22,10,11
12,Guerrero,Gro,2020-04-19,52,11,121,1,12,1,28,0.5,27,1,27,0,0,1,28,0.5,17,0.5,19,0.5,3,0.5,30,0.75,27,-45.85714,40.17173,11,17,16,25
13,Hidalgo,Hgo,2020-04-19,52,12,87,1,14,1,28,0.5,21,1,27,0.5,30,1,30,0.5,18,0.127907,0,0,0,0.3,34,0.75,27,-37.37143,39.50834,29,27,20,20
14,Jalisco,Jal,2020-04-19,52,2,198,0,13,1,34,0.5,34,1,38,0.5,34,1,34,0.5,34,0.5,34,1,3,0.5,31,0.75,38,-41.37143,52.26174,20,10,3,2
15,Estado de Mexico,Edomex,2020-04-19,52,91,877,3,55,1,28,0.5,27,1,35,0.5,12,1,34,0.5,12,0.127907,0,0.5,12,0.3,28,0.75,35,-36.54286,42.38573,30,30,11,13
16,Michoac�n,Mich,2020-04-19,52,8,115,1,17,1,27,0.5,27,1,35,0.5,6,1,35,0.5,2,0.127907,0,1,4,0.5,35,0.75,27,-33.97143,41.77601,32,31,12,15
17,Morelos,Mor,2020-04-19,52,5,82,1,12,1,33,0.5,27,1,33,0.5,19,1,49,0.5,10,0.127907,0,1,9,0.5,40,0.75,27,-41.17143,47.9487,21,28,5,6
18,Nayarit,Nay,2020-04-19,52,2,35,0,5,1,28,0.5,27,1,35,0.5,34,1,44,0.5,34,0.5,34,0,0,0.3,44,0.75,27,-47.71429,47.37851,8,13,6,3
19,Nuevo Le�n,NL,2020-04-19,52,12,184,0,6,1,28,0.5,26,1,27,0.5,43,1,52,0.5,22,0.5,31,1,15,0.5,34,0.75,37,-46.2,54.05387,10,8,1,1
20,Oaxaca,Oax,2020-04-19,52,1,63,0,6,1,28,0.5,27,1,38,0.5,20,1,26,0.5,17,0.5,40,0.5,3,0.5,29,0.75,27,-44.4,46.22673,14,15,8,9
21,Puebla,Pue,2020-04-19,52,22,352,1,41,1,28,0.5,21,1,27,0,0,1,34,0,0,0.127907,0,1,6,0.5,28,0.75,27,-39,37.91461,25,26,25,27
22,Quer�taro,Qro,2020-04-19,52,2,81,0,6,1,35,0.5,27,1,37,0.5,3,1,41,0,0,0.127907,0,0.5,3,0.3,39,0.75,27,-40.05714,39.15148,23,25,21,8
23,Quintana Roo,QRoo,2020-04-19,52,7,322,0,31,1,28,0.5,27,1,20,0.5,17,1,14,0.5,27,0.127907,0,1,7,0.3,53,0.75,27,-65.28571,40.50749,1,1,15,26
24,San Luis Potos�,SLP,2020-04-19,52,4,63,0,4,1,28,0.5,28,0.5,35,0.5,6,1,28,0,0,0.127907,0,0,0,0.3,28,0.75,35,-43,32.19189,18,23,31,30
25,Sinaloa,Sin,2020-04-19,52,46,459,0,45,1,31,0.5,27,0.5,31,0.5,27,1,31,0.5,16,0.127907,0,0,0,0.3,28,0.75,31,-49.45714,36.92092,6,11,27,22
26,Sonora,Son,2020-04-19,52,9,117,2,12,1,34,0.5,27,1,34,0.5,23,1,34,0.5,30,0.127907,0,0.5,16,1,28,1,34,-51.51429,52.67766,5,7,2,5
27,Tabasco,Tab,2020-04-19,52,57,335,10,38,1,28,0.5,27,0.5,37,0.5,25,0.5,37,0.5,31,0.127907,0,0,0,0.5,28,0.75,37,-45.8,36.35117,12,21,29,19
28,Tamaulipas,Tamps,2020-04-19,52,10,127,0,5,1,34,0.5,27,1,37,0.5,25,1,34,0.5,34,0.127907,0,1,7,0.3,28,1,37,-42.91429,49.5517,19,19,4,4
29,Tlaxcala,Tlax,2020-04-19,52,4,76,0,4,1,35,0.5,27,1,23,0.5,1,1,35,0,0,0.127907,0,0,0,0.3,28,1,23,-34.94286,35.86395,31,32,30,23
30,Veracruz,Ver,2020-04-19,52,22,146,1,9,1,34,0.5,27,0.5,37,0.5,20,1,35,0.5,19,0.127907,0,0.5,14,0.3,28,0.5,37,-37.74286,38.87533,28,29,22,12
31,Yucat�n,Yuc,2020-04-19,52,4,176,0,10,1,34,0.5,27,1,24,0.5,30,1,34,0.5,34,0.5,37,0,0,0.5,28,0.75,28,-57.31429,46.65945,3,2,7,7
32,Zacatecas,Zac,2020-04-19,52,0,27,0,2,1,27,0.5,27,0.5,29,0,0,1,36,0,0,0.127907,0,0,0,0.3,28,0.75,29,-44,30.37473,16,6,32,31
0,Nacional,Nacional,2020-04-20,53,511,8772,26,712,,,,,,,,,,,,,,,,,,,,,-43.12115,42.99974,,,,
1,Aguascalientes,Ags,2020-04-20,53,0,80,0,2,1,32,0.5,28,1,39,0.5,24,1,29,0,0,0.127907,0,0.5,13,0.3,29,0.75,22,-41.45714,39.89728,22,14,19,16
2,Baja California,BC,2020-04-20,53,61,741,0,75,1,32,0.5,28,1,36,0,0,1,29,0.5,25,0.127907,0,0.5,4,0.3,26,0.75,22,-46.31429,38.42336,10,9,25,21
3,Baja California Sur,BCS,2020-04-20,53,12,205,0,7,1,32,0.5,28,1,34,0,0,1,29,0.5,20,0.5,38,0,0,0.3,29,0.75,22,-58.88572,40.10866,2,4,18,17
4,Campeche,Camp,2020-04-20,53,6,63,0,4,1,33,0.5,22,1,40,0,0,0.5,29,0.5,35,0.5,33,1,1,0.3,28,0.75,22,-48.28571,38.6687,8,5,23,14
5,Coahuila,Coah,2020-04-20,53,17,254,0,18,1,32,0.5,28,1,33,0,0,1,27,0.5,11,0.127907,0,0,0,0.5,28,0.75,23,-44.68571,36.93866,13,16,29,29
6,Colima,Col,2020-04-20,53,0,11,0,2,1,35,0.5,35,1,35,0.5,32,1,35,0.5,18,0.127907,0,0.5,1,0.3,30,0.75,22,-38.54286,42.61705,27,13,13,10
7,Chiapas,Chis,2020-04-20,53,1,68,0,3,1,32,0.5,28,1,37,0.5,17,1,32,0,0,0.127907,0,0,0,0.5,26,0.75,22,-43.28571,38.33601,17,18,26,28
8,Chihuahua,Chih,2020-04-20,53,4,152,0,32,1,29,0.5,22,1,27,0.5,2,1,16,0.5,5,0.5,32,1,7,0.5,29,0.75,28,-44.02857,41.14592,16,20,16,32
9,Ciudad de Mexico,CDMX,2020-04-20,53,119,2710,5,188,1,32,0.5,22,1,35,0.5,17,1,29,0,0,0.127907,0,1,12,0.3,29,0.75,37,-52.2,42.19461,4,3,14,18
10,Durango,Dgo,2020-04-20,53,1,22,0,4,1,29,0.5,22,1,19,0.5,26,1,34,0.5,27,0.5,27,1,5,1,31,0.75,19,-38.8,48.95977,26,24,5,24
11,Guanajuato,Gto,2020-04-20,53,17,150,0,9,1,35,0.5,28,1,35,0.5,19,1,35,0.5,11,0.127907,0,0.5,8,0.3,23,0.75,35,-39.65714,42.89571,24,23,10,11
12,Guerrero,Gro,2020-04-20,53,5,126,2,14,1,29,0.5,28,1,28,0,0,1,29,0.5,18,0.5,20,0.5,4,0.5,31,0.75,28,-46.22857,40.74623,11,17,17,25
13,Hidalgo,Hgo,2020-04-20,53,5,92,1,15,1,29,0.5,22,1,28,0.5,31,1,31,0.5,19,0.127907,0,0,0,0.3,35,0.75,28,-37.57143,39.86738,29,27,20,20
14,Jalisco,Jal,2020-04-20,53,18,216,1,14,1,35,0.5,35,1,39,0.5,35,1,35,0.5,35,0.5,35,1,4,1,32,0.75,39,-41.8,56.71022,20,10,1,2
15,Estado de Mexico,Edomex,2020-04-20,53,24,901,3,58,1,29,0.5,28,1,36,0.5,13,1,35,0.5,13,0.127907,0,0.5,13,0.3,29,0.75,36,-37.02857,42.82644,30,30,11,12
16,Michoac�n,Mich,2020-04-20,53,12,127,0,17,1,28,0.5,28,1,36,0.5,7,1,36,0.5,3,0.127907,0,1,5,0.5,36,0.75,28,-34.62857,42.63589,32,31,12,15
17,Morelos,Mor,2020-04-20,53,3,85,0,12,1,34,0.5,28,1,34,0.5,20,1,50,0.5,11,0.127907,0,1,10,0.5,41,0.75,28,-41.48571,48.45304,21,28,6,6
18,Nayarit,Nay,2020-04-20,53,2,37,0,5,1,29,0.5,28,1,36,0.5,35,1,45,0.5,35,0.5,35,0,0,0.3,45,0.75,28,-48.42857,47.6531,7,12,7,3
19,Nuevo Le�n,NL,2020-04-20,53,18,202,0,6,1,29,0.5,27,1,28,0.5,44,1,53,0.5,23,0.5,32,1,16,0.5,35,0.75,38,-46.4,54.4713,9,8,2,1
20,Oaxaca,Oax,2020-04-20,53,6,69,0,6,1,29,0.5,28,1,39,0.5,21,1,27,0.5,18,0.5,41,0.5,4,0.5,30,0.75,28,-44.48571,46.78745,14,15,9,9
21,Puebla,Pue,2020-04-20,53,8,360,4,45,1,29,0.5,22,1,28,0,0,1,35,0,0,0.127907,0,1,7,0.5,29,0.75,28,-39.6,38.43646,25,26,24,27
22,Quer�taro,Qro,2020-04-20,53,4,85,0,6,1,36,0.5,28,1,38,0.5,4,1,42,0,0,0.127907,0,0.5,4,0.3,40,0.75,28,-40.4,39.67751,23,25,21,8
23,Quintana Roo,QRoo,2020-04-20,53,38,360,3,34,1,29,0.5,28,1,21,0.5,18,1,15,0.5,28,0.127907,0,1,8,0.3,54,0.75,28,-65.77143,41.17204,1,1,15,26
24,San Luis Potos�,SLP,2020-04-20,53,3,66,0,4,1,29,0.5,29,0.5,36,0.5,7,1,29,0,0,0.127907,0,0,0,0.3,29,0.75,36,-43.25714,32.5256,18,22,31,30
25,Sinaloa,Sin,2020-04-20,53,27,486,0,45,1,32,0.5,28,0.5,32,0.5,28,1,32,0.5,17,0.127907,0,0,0,0.3,29,0.75,32,-49.91429,37.22324,6,11,28,22
26,Sonora,Son,2020-04-20,53,0,117,0,12,1,35,0.5,28,1,35,0.5,24,1,35,0.5,31,0.127907,0,0.5,17,1,29,1,35,-50.94286,53.05889,5,7,3,5
27,Tabasco,Tab,2020-04-20,53,62,397,4,42,1,29,0.5,28,0.5,38,0.5,26,0.5,38,0.5,32,0.127907,0,0.5,1,0.5,29,0.75,38,-46.08571,37.27193,12,21,27,19
28,Tamaulipas,Tamps,2020-04-20,53,7,134,0,5,1,35,0.5,28,1,38,0.5,26,1,35,0.5,35,0.127907,0,1,8,0.3,29,1,38,-42.82857,50.02166,19,19,4,4
29,Tlaxcala,Tlax,2020-04-20,53,2,78,0,4,1,36,0.5,28,1,24,0.5,2,1,36,0,0,0.127907,0,0,0,0.3,29,1,24,-35.8,36.42441,31,32,30,23
30,Veracruz,Ver,2020-04-20,53,10,156,3,12,1,35,0.5,28,0.5,38,0.5,21,1,36,0.5,20,0.127907,0,0.5,15,0.3,29,0.5,38,-38,39.19951,28,29,22,13
31,Yucat�n,Yuc,2020-04-20,53,15,191,0,10,1,35,0.5,28,1,25,0.5,31,1,35,0.5,35,0.5,38,0,0,0.5,29,0.75,29,-57.4,46.99872,3,2,8,7
32,Zacatecas,Zac,2020-04-20,53,4,31,0,2,1,28,0.5,28,0.5,30,0,0,1,37,0,0,0.127907,0,0,0,0.3,29,0.75,30,-44.25714,30.59426,15,6,32,31
0,Nacional,Nacional,2020-04-21,54,732,9504,143,855,,,,,,,,,,,,,,,,,,,,,-43.72536,43.8489,,,,
1,Aguascalientes,Ags,2020-04-21,54,0,80,0,2,1,33,0.5,29,1,40,0.5,25,1,30,0,0,0.127907,0,0.5,14,0.3,30,0.75,23,-42.37143,40.24946,21,13,19,16
2,Baja California,BC,2020-04-21,54,174,915,25,100,1,33,0.5,29,1,37,0,0,1,30,0.5,26,0.127907,0,0.5,5,0.3,27,0.75,23,-47,38.86141,9,10,25,21
3,Baja California Sur,BCS,2020-04-21,54,23,228,2,9,1,33,0.5,29,1,35,0,0,1,30,0.5,21,0.5,39,0,0,0.3,30,0.75,23,-59.22857,40.44007,2,4,18,18
4,Campeche,Camp,2020-04-21,54,4,67,0,4,1,34,0.5,23,1,41,0,0,0.5,30,0.5,36,0.5,34,1,2,0.3,29,0.75,23,-48.91429,39.49398,8,5,24,15
5,Coahuila,Coah,2020-04-21,54,12,266,5,23,1,33,0.5,29,1,34,0,0,1,28,0.5,12,0.127907,0,0,0,0.5,29,0.75,24,-45.08571,37.29467,13,16,29,29
6,Colima,Col,2020-04-21,54,3,14,0,2,1,36,0.5,36,1,36,0.5,33,1,36,0.5,19,0.127907,0,0.5,2,0.3,31,0.75,23,-39.17143,43.1839,27,14,13,10
7,Chiapas,Chis,2020-04-21,54,7,75,0,3,1,33,0.5,29,1,38,0.5,18,1,33,0,0,0.127907,0,0,0,0.5,27,0.75,23,-43.57143,38.64836,18,18,26,28
8,Chihuahua,Chih,2020-04-21,54,3,155,4,36,1,30,0.5,23,1,28,0.5,3,1,17,0.5,6,0.5,33,1,8,0.5,30,0.75,29,-44.62857,42.0853,16,21,15,32
9,Ciudad de Mexico,CDMX,2020-04-21,54,147,2857,36,224,1,33,0.5,23,1,36,0.5,18,1,30,0,0,0.127907,0,1,13,0.3,30,0.75,38,-52.8,42.62703,4,3,14,17
10,Durango,Dgo,2020-04-21,54,8,30,0,4,1,30,0.5,23,1,20,0.5,27,1,35,0.5,28,0.5,28,1,6,1,31,0.75,20,-39.6,49.57567,26,24,5,23
11,Guanajuato,Gto,2020-04-21,54,8,158,0,9,1,36,0.5,29,1,36,0.5,20,1,36,0.5,12,0.127907,0,0.5,9,0.3,24,0.75,36,-40.08571,43.32462,25,23,12,11
12,Guerrero,Gro,2020-04-21,54,0,126,2,16,1,30,0.5,29,1,29,0,0,1,30,0.5,19,0.5,21,0.5,5,0.5,32,0.75,29,-46.82857,41.27829,10,17,17,25
13,Hidalgo,Hgo,2020-04-21,54,14,106,0,15,1,30,0.5,23,1,29,0.5,32,1,32,0.5,20,0.127907,0,0,0,0.3,36,0.75,29,-38.2,40.21,29,27,20,20
