state_code,state_same,state_short,date,days,daily_dases,total_cases,deaths_daily,deaths_dotal,dchool_closure,days_since_schools_closed,workplace_closure,days_workplace_closure,public_events_cancelled,public_events_cancelled_days,public_transit_suspended,days_since_transit_suspend,information_campaign,information_campaign_days,internal_travel_control,days_since_internal_travel_ban,international_travel_controls,days_since_international_ban,use_face_masks,days_use_face_mask,stay_at_home,days_since_stay_at_home,rest_on_gatherings,days_rest_on_gatherings,mobility_index,policy_index,ranking_mobility_daily,ranking_mobility_accumulated,ranking_policy_daily,ranking_policy_accumulated
10,Durango,Dgo,2020-03-17,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,3.742857,0,26,20,31,30
11,Guanajuato,Gto,2020-03-17,19,3,20,0,0,1,1,0,0,0.5,1,0,0,1,1,0,0,0.0620155,0,0,0,0,0,0.25,1,-2.314286,6.149187,3,6,16,21
12,Guerrero,Gro,2020-03-17,19,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,4.742857,0,29,15,30,29
13,Hidalgo,Hgo,2020-03-17,19,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0.3,1,0,0,1.514286,0.6708204,19,14,27,27
14,Jalisco,Jal,2020-03-17,19,12,68,0,0,1,1,0.5,1,0.5,5,0.5,1,1,1,0.5,1,0.5,1,0,0,0,0,0.25,5,-1.2,11.82624,8,17,5,9
15,Estado de Mexico,Edomex,2020-03-17,19,4,60,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0.0620155,0,0,0,0,0,0.25,2,-0.4285714,6.188915,10,18,15,16
16,Michoac�n,Mich,2020-03-17,19,1,11,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0.0620155,0,0,0,0.3,2,0,0,1.057143,7.273239,18,13,10,13
17,Morelos,Mor,2020-03-17,19,2,4,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0.0620155,0,0,0,0.3,7,0,0,6.714286,10.7191,32,31,6,2
18,Nayarit,Nay,2020-03-17,19,1,2,0,0,0,0,0,0,1,2,0.5,1,1,11,0.5,1,0.5,1,0,0,0.3,11,0,0,4.085714,15.2894,28,19,2,3
19,Nuevo Le�n,NL,2020-03-17,19,8,53,0,0,0,0,0,0,0,0,0.5,10,1,19,0,0,0.0620155,0,0,0,0.3,1,0.25,4,-2,15.07118,6,25,3,1
20,Oaxaca,Oax,2020-03-17,19,0,3,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0.5,7,0,0,0,0,0,0,0.3142857,6.75,16,7,11,6
21,Puebla,Pue,2020-03-17,19,3,36,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0620155,0,0,0,0,0,0,0,-0.2857143,2.236068,11,12,24,26
22,Quer�taro,Qro,2020-03-17,19,3,18,0,1,1,2,0,0,1,4,0,0,1,8,0,0,0.0620155,0,0,0,0.3,6,0,0,0.7428572,15.60214,17,24,1,4
23,Quintana Roo,QRoo,2020-03-17,19,4,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0.3,20,0,0,-1.885714,3,7,4,22,5
24,San Luis Potos�,SLP,2020-03-17,19,1,7,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0.25,2,3.657143,2.371708,24,26,23,24
25,Sinaloa,Sin,2020-03-17,19,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,2.828571,0,23,16,29,32
26,Sonora,Son,2020-03-17,19,5,11,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.0620155,0,0,0,0,0,1,1,1.885714,8.944272,21,22,8,17
27,Tabasco,Tab,2020-03-17,19,2,12,0,0,0,0,0,0,0.5,4,0,0,0.5,4,0,0,0.0620155,0,0,0,0,0,0.25,4,6.342857,5.59017,31,32,17,12
28,Tamaulipas,Tamps,2020-03-17,19,0,4,0,0,1,1,0,0,1,4,0,0,1,1,0.5,1,0.0620155,0,0,0,0,0,0.75,4,2.285714,13.41641,22,27,4,8
29,Tlaxcala,Tlax,2020-03-17,19,1,3,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0.0620155,0,0,0,0,0,0,0,0.2,6.324555,14,21,14,14
30,Veracruz,Ver,2020-03-17,19,2,14,0,0,1,1,0,0,0.5,4,0,0,1,2,0,0,0.0620155,0,0,0,0,0,0.5,4,5.971428,9.870481,30,28,7,10
31,Yucat�n,Yuc,2020-03-17,19,5,28,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.5,4,0,0,0,0,0,0,-4.4,6.59017,1,2,13,18
32,Zacatecas,Zac,2020-03-17,19,0,3,0,0,0,0,0,0,0,0,0,0,0.5,3,0,0,0.0620155,0,0,0,0,0,0,0,0.2857143,1.936492,15,5,25,23
0,Nacional,Nacional,2020-03-18,20,81,669,0,5,,,,,,,,,,,,,,,,,,,,,-0.8482835,7.522166,,,,
1,Aguascalientes,Ags,2020-03-18,20,3,10,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,-2.714286,5.345225,9,11,18,11
2,Baja California,BC,2020-03-18,20,4,17,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,-4.771429,3.779645,4,7,21,22
3,Baja California Sur,BCS,2020-03-18,20,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,5,0,0,0,0,0,0,0.7428572,3.372655,21,25,22,25
4,Campeche,Camp,2020-03-18,20,1,3,0,0,0,0,0,0,1,7,0,0,0,0,0.5,2,0.0620155,0,0,0,0,0,0,0,-1.057143,7.316536,15,10,15,9
5,Coahuila,Coah,2020-03-18,20,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,2.885714,0,28,31,31,32
6,Colima,Col,2020-03-18,20,0,2,0,0,1,2,0.5,2,1,2,0,0,1,2,0,0,0.0620155,0,0,0,0,0,0,0,-3.514286,10.80123,7,2,9,15
7,Chiapas,Chis,2020-03-18,20,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,-0.1714286,4.364358,17,5,20,20
8,Chihuahua,Chih,2020-03-18,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,1.714286,0,23,29,29,30
9,Ciudad de Mexico,CDMX,2020-03-18,20,11,150,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0.5,4,-6.542857,5.268246,2,8,19,21
10,Durango,Dgo,2020-03-18,20,2,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0620155,0,0,0,0,0,0,0,2.514286,2.182179,26,22,26,27
11,Guanajuato,Gto,2020-03-18,20,2,22,0,0,1,2,0,0,0.5,2,0,0,1,2,0,0,0.0620155,0,0,0,0,0,0.25,2,-3.857143,8.486684,5,4,12,19
12,Guerrero,Gro,2020-03-18,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,4.257143,0,29,15,32,31
13,Hidalgo,Hgo,2020-03-18,20,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0.3,2,0,0,1.114286,0.9258202,22,14,28,28
14,Jalisco,Jal,2020-03-18,20,4,72,0,0,1,2,0.5,2,0.5,6,0.5,2,1,2,0.5,2,0.5,2,0,0,0,0,0.25,6,-3.6,15.28634,6,16,5,7
15,Estado de Mexico,Edomex,2020-03-18,20,8,68,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0.0620155,0,0,0,0,0,0.25,3,-1.742857,7.810623,11,19,13,18
16,Michoac�n,Mich,2020-03-18,20,5,16,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0.0620155,0,0,0,0.3,3,0,0,0.0857143,8.693183,19,13,11,14
17,Morelos,Mor,2020-03-18,20,0,4,0,1,1,1,0,0,0.5,1,0,0,1,17,0,0,0.0620155,0,0,0,0.3,8,0,0,5.542857,14.12226,31,30,6,2
18,Nayarit,Nay,2020-03-18,20,0,2,0,0,0,0,0,0,1,3,0.5,2,1,12,0.5,2,0.5,2,0,0,0.3,12,0,0,2.771429,17.16898,27,20,2,3
19,Nuevo Le�n,NL,2020-03-18,20,6,59,0,0,0,0,0,0,0,0,0.5,11,1,20,0,0,0.0620155,0,0,0,0.3,2,0.25,5,-5.428571,15.52343,3,23,4,1
20,Oaxaca,Oax,2020-03-18,20,0,3,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0.5,8,0,0,0,0,0,0,-0.2571429,7.249987,16,9,16,8
21,Puebla,Pue,2020-03-18,20,6,42,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0.0620155,0,0,0,0,0,0,0,-1.171429,3.086067,14,12,23,26
22,Quer�taro,Qro,2020-03-18,20,2,20,0,1,1,3,0,0,1,5,0,0,1,9,0,0,0.0620155,0,0,0,0.3,7,0,0,-1.542857,16.93773,13,24,3,4
23,Quintana Roo,QRoo,2020-03-18,20,3,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0.3,21,0,0,-3.428571,3,8,3,24,5
24,San Luis Potos�,SLP,2020-03-18,20,4,11,0,0,0,0,0,0,0.5,3,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0.25,3,2.285714,2.834733,25,27,25,23
25,Sinaloa,Sin,2020-03-18,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620155,0,0,0,0,0,0,0,1.942857,0,24,17,30,29
26,Sonora,Son,2020-03-18,20,1,12,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0.0620155,0,0,0,0,0,1,2,-2,12.34427,10,18,7,13
27,Tabasco,Tab,2020-03-18,20,3,15,0,0,0,0,0,0,0.5,5,0,0,0.5,5,0,0,0.0620155,0,0,0,0,0,0.25,5,6,6.099375,32,32,17,12
28,Tamaulipas,Tamps,2020-03-18,20,0,4,0,0,1,2,0,0,1,5,0,0,1,2,0.5,2,0.0620155,0,0,0,0,0,1,5,0.1142857,17.47417,20,26,1,6
29,Tlaxcala,Tlax,2020-03-18,20,0,3,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0.0620155,0,0,0,0,0,0,0,-1.6,7.559289,12,21,14,16
30,Veracruz,Ver,2020-03-18,20,4,18,0,0,1,2,0,0,0.5,5,0,0,1,3,0,0,0.0620155,0,0,0,0,0,0.5,5,5.2,11.74521,30,28,8,10
31,Yucat�n,Yuc,2020-03-18,20,4,32,0,0,1,2,0,0,0,0,0,0,1,2,0.5,2,0.5,5,0,0,0,0,0,0,-8,8.905643,1,1,10,17
32,Zacatecas,Zac,2020-03-18,20,1,4,0,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0.0620155,0,0,0,0,0,0,0,-0.0571429,2.182179,18,6,27,24
0,Nacional,Nacional,2020-03-19,21,60,729,0,5,,,,,,,,,,,,,,,,,,,,,-2.999336,8.559328,,,,
1,Aguascalientes,Ags,2020-03-19,21,3,13,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0,0,-5.371428,5.640761,9,10,19,14
2,Baja California,BC,2020-03-19,21,2,19,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0,0,-6.685714,4.264014,5,5,22,22
3,Baja California Sur,BCS,2020-03-19,21,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.5,6,0,0,0,0,0,0,-0.8857143,4.37875,20,26,21,23
4,Campeche,Camp,2020-03-19,21,0,3,0,0,1,1,0,0,1,8,0,0,0,0,0.5,3,0.5,1,0,0,0,0,0,0,-2.571429,10.23588,16,11,11,9
5,Coahuila,Coah,2020-03-19,21,3,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0,0,0.2,2.132007,26,31,28,29
6,Colima,Col,2020-03-19,21,0,2,0,0,1,3,0.5,3,1,3,0,0,1,3,0,0,0.0658915,0,0,0,0,0,0,0,-6.6,12.92461,6,2,9,12
7,Chiapas,Chis,2020-03-19,21,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0,0,-0.7428572,4.767313,21,7,20,20
8,Chihuahua,Chih,2020-03-19,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0,0,-0.4857143,0,22,29,32,30
9,Ciudad de Mexico,CDMX,2020-03-19,21,12,162,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0.5,5,-9.542857,6.076401,3,6,18,21
10,Durango,Dgo,2020-03-19,21,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.0658915,0,0,0,0,0,0,0,-0.2571429,3.015113,23,23,25,27
11,Guanajuato,Gto,2020-03-19,21,1,23,0,0,1,3,0,0,0.5,3,0,0,1,3,0,0,0.0658915,0,0,0,0,0,0.25,3,-6.457143,10.15505,7,4,12,19
12,Guerrero,Gro,2020-03-19,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0,0,2.742857,0,29,15,31,32
13,Hidalgo,Hgo,2020-03-19,21,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658915,0,0,0,0.3,3,0,0,0.3714286,1.107823,28,18,29,28
14,Jalisco,Jal,2020-03-19,21,0,72,0,0,1,3,0.5,3,0.5,7,0.5,3,1,3,0.5,3,0.5,3,0,0,0,0,0.25,7,-6.885714,17.837,4,12,4,7
15,Estado de Mexico,Edomex,2020-03-19,21,9,77,0,0,0,0,0,0,1,4,0,0,1,3,0,0,0.0658915,0,0,0,0,0,0.25,4,-3.4,9.022763,13,22,14,18
16,Michoac�n,Mich,2020-03-19,21,0,16,0,0,0,0,0,0,1,4,0,0,1,4,0,0,0.0658915,0,0,0,0.3,4,0,0,-1.542857,9.807233,17,14,13,13
17,Morelos,Mor,2020-03-19,21,0,4,0,1,1,2,0,0,0.5,2,0,0,1,18,0,0,0.0658915,0,0,0,0.3,9,0,0,3.628572,15.48682,30,30,6,2
18,Nayarit,Nay,2020-03-19,21,1,3,0,0,0,0,0,0,1,4,0.5,3,1,13,0.5,3,0.5,3,0,0,0.3,13,0,0,0.3428572,18.63176,27,19,2,3
19,Nuevo Le�n,NL,2020-03-19,21,5,64,0,0,0,0,0,0,0,0,0.5,12,1,21,0,0,0.0658915,0,0,0,0.3,3,0.25,6,-9.971429,15.87624,2,20,5,1
20,Oaxaca,Oax,2020-03-19,21,1,4,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0.5,9,0,0,0,0,0,0,-1.314286,7.686215,18,9,16,10
21,Puebla,Pue,2020-03-19,21,1,43,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0.0658915,0,0,0,0,0,0,0,-2.771429,3.692745,15,13,23,26
22,Quer�taro,Qro,2020-03-19,21,0,20,0,1,1,4,0,0,1,6,0,0,1,10,0,0,0.0658915,0,0,0,0.3,8,0,0,-4.457143,18.03741,10,24,3,4
23,Quintana Roo,QRoo,2020-03-19,21,1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0658915,0,0,0,0.3,22,0,0,-5.628572,3,8,3,26,5
24,San Luis Potos�,SLP,2020-03-19,21,2,13,0,0,0,0,0,0,0.5,4,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0.25,4,0.1428571,3.198011,25,27,24,24
25,Sinaloa,Sin,2020-03-19,21,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658915,0,0,0,0,0,0,0,-0.0285714,0,24,16,30,31
26,Sonora,Son,2020-03-19,21,1,13,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0.0658915,0,0,0,0,0,1,3,-4.057143,14.77098,11,17,7,11
27,Tabasco,Tab,2020-03-19,21,6,21,0,0,0,0,0,0,0.5,6,0,0,0.5,6,0,0,0.0658915,0,0,0,0,0,0.25,6,4.742857,6.527912,32,32,17,15
28,Tamaulipas,Tamps,2020-03-19,21,0,4,0,0,1,3,0,0,1,6,0,0,1,3,0.5,3,0.0658915,0,0,0,0,0,1,6,-3.314286,19.67652,14,25,1,6
29,Tlaxcala,Tlax,2020-03-19,21,0,3,0,0,1,4,0,0,0,0,0,0,1,4,0,0,0.0658915,0,0,0,0,0,0,0,-4.028572,8.528028,12,21,15,17
30,Veracruz,Ver,2020-03-19,21,2,20,0,0,1,3,0,0,0.5,6,0,0,1,4,0,0,0.0658915,0,0,0,0,0,0.5,6,3.685714,13.17909,31,28,8,8
31,Yucat�n,Yuc,2020-03-19,21,7,39,0,0,1,3,0,0,0,0,0,0,1,3,0.5,3,0.5,6,0,0,0,0,0,0,-12.2,10.5955,1,1,10,16
32,Zacatecas,Zac,2020-03-19,21,1,5,0,0,0,0,0,0,0,0,0,0,0.5,5,0,0,0.0658915,0,0,0,0,0,0,0,-1.057143,2.383657,19,8,27,25
0,Nacional,Nacional,2020-03-20,22,88,817,0,5,,,,,,,,,,,,,,,,,,,,,-6.051163,10.0243,,,,
1,Aguascalientes,Ags,2020-03-20,22,2,15,0,0,1,1,0,0,1,8,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0,0,-9,7.982822,8,8,19,15
2,Baja California,BC,2020-03-20,22,4,23,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0,0,-9.142858,6.747668,7,6,22,22
3,Baja California Sur,BCS,2020-03-20,22,1,4,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0.5,7,0,0,0,0,0,0,-3.428571,7.218459,21,26,21,23
4,Campeche,Camp,2020-03-20,22,0,3,0,0,1,2,0,0,1,9,0,0,0,0,0.5,4,0.5,2,0,0,0,0,0,0,-5.857143,11.7242,14,10,11,9
5,Coahuila,Coah,2020-03-20,22,6,19,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0,0,-3.885714,5.033983,19,29,24,28
6,Colima,Col,2020-03-20,22,0,2,0,0,1,4,0.5,4,1,4,0.5,1,1,4,0,0,0.1046512,0,0,0,0,0,0,0,-11,15.63858,4,2,8,12
7,Chiapas,Chis,2020-03-20,22,1,4,0,0,1,1,0,0,1,6,0,0,0.5,1,0,0,0.1046512,0,0,0,0,0,0,0,-2.657143,8.235256,27,9,17,21
8,Chihuahua,Chih,2020-03-20,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,-3,0.2173913,26,31,31,31
9,Ciudad de Mexico,CDMX,2020-03-20,22,12,174,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0.5,6,-12.85714,8.809202,3,5,16,20
10,Durango,Dgo,2020-03-20,22,0,6,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.1046512,0,0,0,0,0,0,0,-4.4,3.611576,17,23,26,27
11,Guanajuato,Gto,2020-03-20,22,7,30,0,0,1,4,0,0,0.5,4,0,0,1,4,0,0,0.1046512,0,0,0,0,0,0.25,4,-9.314285,11.46829,6,4,12,18
12,Guerrero,Gro,2020-03-20,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0,0,-0.2857143,0,29,16,32,32
13,Hidalgo,Hgo,2020-03-20,22,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1046512,0,0,0,0.3,4,0,0,-1.371429,1.251086,28,20,30,30
14,Jalisco,Jal,2020-03-20,22,5,77,0,0,1,4,0.5,4,0.5,8,0.5,4,1,4,0.5,4,0.5,4,0,0,0.3,1,0.25,8,-10.82857,20.51438,5,12,2,6
15,Estado de Mexico,Edomex,2020-03-20,22,10,87,0,0,0,0,0,0,1,5,0,0,1,4,0,0,0.1046512,0,0,0,0,0,0.25,5,-5.714286,9.998444,15,22,14,19
16,Michoac�n,Mich,2020-03-20,22,0,16,0,0,0,0,0,0,1,5,0,0,1,5,0,0,0.1046512,0,0,0,0.3,5,0,0,-4.142857,10.72381,18,14,13,13
17,Morelos,Mor,2020-03-20,22,1,5,0,1,1,3,0,0,0.5,3,0,0,1,19,0,0,0.1046512,0,0,0,0.3,10,0,0,0.0571429,16.48444,30,30,6,2
18,Nayarit,Nay,2020-03-20,22,0,3,0,0,0,0,0,0,1,5,0.5,4,1,14,0.5,4,0.5,4,0,0,0.3,14,0,0,-3.314286,19.84484,22,19,3,3
19,Nuevo Le�n,NL,2020-03-20,22,5,69,0,0,0,0,0,0,0,0,0.5,13,1,22,0,0,0.5,1,0,0,0.3,4,0.25,7,-15.22857,16.38691,2,18,7,1
20,Oaxaca,Oax,2020-03-20,22,3,7,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0.5,10,0,0,0,0,0,0,-3.314286,8.071591,23,11,18,11
21,Puebla,Pue,2020-03-20,22,5,48,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0.1046512,0,0,0,0,0,0,0,-5.028572,4.170289,16,13,25,25
22,Quer�taro,Qro,2020-03-20,22,3,23,0,1,1,5,0,0,1,7,0,0,1,11,0,0,0.1046512,0,0,0,0.3,9,0,0,-7.342857,18.97157,13,24,4,4
23,Quintana Roo,QRoo,2020-03-20,22,4,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1046512,0,0,0,0.3,23,0,0,-8.685715,3,9,3,28,7
24,San Luis Potos�,SLP,2020-03-20,22,0,13,0,0,0,0,0,0,0.5,5,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0.25,5,-3.142857,3.496893,24,27,27,24
25,Sinaloa,Sin,2020-03-20,22,2,11,0,0,1,1,0,0,0.5,1,0,0,1,1,0,0,0.1046512,0,0,0,0,0,0.25,1,-3.142857,5.734147,25,17,23,29
26,Sonora,Son,2020-03-20,22,1,14,0,0,1,4,0,0,1,4,0,0,1,4,0,0,0.1046512,0,0,0,0,0,1,4,-8.542857,16.68115,10,15,5,10
27,Tabasco,Tab,2020-03-20,22,4,25,0,0,0,0,0,0,0.5,7,0,0,0.5,7,0.5,1,0.1046512,0,0,0,0,0,0.25,7,1.971429,7.938538,32,32,20,16
28,Tamaulipas,Tamps,2020-03-20,22,1,5,0,0,1,4,0,0,1,7,0,0,1,4,0.5,4,0.1046512,0,0,0,0,0,1,7,-7.428571,21.45927,12,25,1,5
29,Tlaxcala,Tlax,2020-03-20,22,0,3,0,0,1,5,0,0,0,0,0,0,1,5,0,0,0.1046512,0,0,0,0,0,0,0,-7.628572,9.325048,11,21,15,17
30,Veracruz,Ver,2020-03-20,22,5,25,0,0,1,4,0,0,0.5,7,0,0,1,5,0,0,0.1046512,0,0,0,0,0,0.5,7,0.9142857,14.34959,31,28,9,8
31,Yucat�n,Yuc,2020-03-20,22,2,41,0,0,1,4,0,0,0,0,0,0,1,4,0.5,4,0.5,7,0,0,0,0,0,0,-17.37143,11.94746,1,1,10,14
32,Zacatecas,Zac,2020-03-20,22,0,5,0,0,0,0,0,0,0,0,0,0,0.5,6,0,0,0.1046512,0,0,0,0,0,0,0,-3.742857,2.55377,20,7,29,26
0,Nacional,Nacional,2020-03-21,23,63,880,0,5,,,,,,,,,,,,,,,,,,,,,-9.812625,11.13075,,,,
1,Aguascalientes,Ags,2020-03-21,23,0,15,0,0,1,2,0,0,1,9,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0,0,-12.88571,9.010476,7,8,18,16
2,Baja California,BC,2020-03-21,23,1,24,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0,0,-12.28571,7.886751,9,6,23,22
3,Baja California Sur,BCS,2020-03-21,23,3,7,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0.5,8,0,0,0,0,0,0,-6.771429,8.6359,24,27,20,23
4,Campeche,Camp,2020-03-21,23,0,3,0,0,1,3,0,0,1,10,0,0,0,0,0.5,5,0.5,3,0,0,0,0,0,0,-9.942857,12.89768,14,11,11,10
5,Coahuila,Coah,2020-03-21,23,6,25,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0,0,-8.742857,6.422285,15,28,24,28
6,Colima,Col,2020-03-21,23,0,2,0,0,1,5,0.5,5,1,5,0.5,2,1,5,0,0,0.1046512,0,0,0,0,0,0,0,-15.88571,17.41862,4,2,7,11
7,Chiapas,Chis,2020-03-21,23,1,5,0,0,1,2,0,0,1,7,0,0,0.5,2,0,0,0.1046512,0,0,0,0,0,0,0,-5.342857,9.730744,27,10,17,21
8,Chihuahua,Chih,2020-03-21,23,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,-6.542857,0.4166667,25,30,32,31
9,Ciudad de Mexico,CDMX,2020-03-21,23,7,181,0,0,1,2,0,0,1,5,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0.5,7,-16.42857,10.15141,3,5,15,20
10,Durango,Dgo,2020-03-21,23,0,6,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.1046512,0,0,0,0.3,1,0,0,-8.571428,4.694855,16,23,25,29
11,Guanajuato,Gto,2020-03-21,23,4,34,0,0,1,5,0,0,0.5,5,0,0,1,5,0,0,0.1046512,0,0,0,0,0,0.25,5,-12.22857,12.55198,10,4,12,15
12,Guerrero,Gro,2020-03-21,23,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1046512,0,0,0,0.3,1,0,0,-5.228571,0.6123725,28,15,31,32
13,Hidalgo,Hgo,2020-03-21,23,1,14,0,0,0,0,0,0,0,0,0.5,1,1,1,0,0,0.1046512,0,0,0,0.3,5,0,0,-5.028572,4.431169,29,20,27,30
14,Jalisco,Jal,2020-03-21,23,4,81,0,0,1,5,0.5,5,0.5,9,0.5,5,1,5,0.5,5,0.5,5,0,0,0.3,2,0.25,9,-15.6,22.47573,5,9,2,6
15,Estado de Mexico,Edomex,2020-03-21,23,7,94,0,0,0,0,0,0,1,6,0,0,1,5,0,0,0.1046512,0,0,0,0,0,0.25,6,-8.257143,10.81435,18,24,14,18
16,Michoac�n,Mich,2020-03-21,23,0,16,0,0,0,0,0,0,1,6,0,0,1,6,0,0,0.1046512,0,0,0,0.3,6,0,0,-7.142857,11.5,22,16,13,14
17,Morelos,Mor,2020-03-21,23,0,5,0,1,1,4,0,0,1,4,0,0,1,20,0,0,0.1046512,0,0,0,0.3,11,0,0,-4.342857,19.32468,30,31,5,2
18,Nayarit,Nay,2020-03-21,23,1,4,0,0,0,0,0,0,1,6,0.5,5,1,15,0.5,5,0.5,5,0,0,0.3,15,0,0,-8.371428,20.88342,17,19,3,3
19,Nuevo Le�n,NL,2020-03-21,23,1,70,0,0,0,0,0,0,0,0,0.5,14,1,23,0,0,0.5,2,0,0,0.3,5,0.25,8,-21.08571,16.83761,2,12,8,1
20,Oaxaca,Oax,2020-03-21,23,1,8,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0.5,11,0,0,0,0,0,0,-5.942857,8.415391,26,13,21,12
21,Puebla,Pue,2020-03-21,23,7,55,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0.1046512,0,0,0,0,0,0,0,-7.885714,4.564355,20,17,26,24
22,Quer�taro,Qro,2020-03-21,23,1,24,0,1,1,6,0,0,1,8,0,0,1,12,0,0,0.1046512,0,0,0,0.3,10,0,0,-10.82857,19.78106,13,25,4,4
23,Quintana Roo,QRoo,2020-03-21,23,4,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1046512,0,0,0,0.3,24,0,0,-12.65714,3,8,3,29,9
24,San Luis Potos�,SLP,2020-03-21,23,1,14,0,0,0,0,0,0,0.5,6,0,0,0,0,0,0,0.1046512,0,0,0,0,0,0.25,6,-7.771429,3.75,21,26,28,25
