State_Code,Date,Days,State_Name,GoogleNonEssential,avg_google_7d,State_code,National_google_7d
15,11-Apr-20,45,Mex,-44.799999,-39.371399,Edo.Mex.,-45.697903
15,12-Apr-20,46,Mex,-40.200001,-40.4286,Edo.Mex.,-46.5546
15,13-Apr-20,47,Mex,-37.400002,-40.742901,Edo.Mex.,-46.869102
15,14-Apr-20,48,Mex,-37.200001,-40.942902,Edo.Mex.,-47.083946
15,15-Apr-20,49,Mex,-35,-41,Edo.Mex.,-47.128235
15,16-Apr-20,50,Mex,-36.400002,-40.514301,Edo.Mex.,-46.479736
15,17-Apr-20,51,Mex,-37,-38.285702,Edo.Mex.,-44.314949
15,18-Apr-20,52,Mex,-35.400002,-36.942902,Edo.Mex.,-43.143311
15,19-Apr-20,53,Mex,-37.400002,-36.5429,Edo.Mex.,-42.848949
15,20-Apr-20,54,Mex,-40.799999,-37.028599,Edo.Mex.,-43.121155
15,21-Apr-20,55,Mex,-43.599998,-37.942902,Edo.Mex.,-43.725368
15,22-Apr-20,56,Mex,-44.200001,-39.257099,Edo.Mex.,-44.686371
15,23-Apr-20,57,Mex,-46.599998,-40.714298,Edo.Mex.,-45.612629
15,24-Apr-20,58,Mex,-46.200001,-42.028599,Edo.Mex.,-46.387611
15,25-Apr-20,59,Mex,-41.400002,-42.8857,Edo.Mex.,-46.83543
15,26-Apr-20,60,Mex,-43,-43.685699,Edo.Mex.,-47.282829
15,27-Apr-20,61,Mex,-45.599998,-44.371399,Edo.Mex.,-47.67907
15,28-Apr-20,62,Mex,-45.200001,-44.599998,Edo.Mex.,-47.704323
15,29-Apr-20,63,Mex,-42.799999,-44.400002,Edo.Mex.,-47.324909
15,30-Apr-20,64,Mex,-37.799999,-43.142899,Edo.Mex.,-45.981838
15,1-May-20,65,Mex,-47.799999,-43.371399,Edo.Mex.,-46.350597
15,2-May-20,66,Mex,-38.799999,-43,Edo.Mex.,-46.010628
15,3-May-20,67,Mex,-41.200001,-42.742901,Edo.Mex.,-45.675522
15,4-May-20,68,Mex,-43.599998,-42.4571,Edo.Mex.,-45.204643
15,5-May-20,69,Mex,-45.400002,-42.485699,Edo.Mex.,-45.055805
15,6-May-20,70,Mex,-44.799999,-42.7714,Edo.Mex.,-45.113831
15,7-May-20,71,Mex,-45,-43.799999,Edo.Mex.,-46.035656
15,8-May-20,72,Mex,,,Edo.Mex.,0
15,9-May-20,73,Mex,,,Edo.Mex.,0
15,10-May-20,74,Mex,,,Edo.Mex.,0
15,11-May-20,75,Mex,,,Edo.Mex.,0
15,12-May-20,76,Mex,,,Edo.Mex.,0
15,13-May-20,77,Mex,,,Edo.Mex.,0
15,14-May-20,78,Mex,,,Edo.Mex.,0
15,15-May-20,79,Mex,,-43.799999,Edo.Mex.,-46.035656
16,27-Feb-20,1,Michoacán,1.2,1.54286,Mich,1.890146
16,28-Feb-20,2,Michoacán,3,1.82857,Mich,2.4199331
16,29-Feb-20,3,Michoacán,3.2,2.22857,Mich,2.8990023
16,1-Mar-20,4,Michoacán,2.5999999,2.57143,Mich,3.2682176
16,2-Mar-20,5,Michoacán,2.5999999,2.68571,Mich,3.4790695
16,3-Mar-20,6,Michoacán,0.60000002,2.3714299,Mich,3.57763
16,4-Mar-20,7,Michoacán,2.8,2.2857101,Mich,3.9831676
16,5-Mar-20,8,Michoacán,1.6,2.34286,Mich,4.2334437
16,6-Mar-20,9,Michoacán,0.60000002,2,Mich,3.8093014
16,7-Mar-20,10,Michoacán,-0.2,1.51429,Mich,3.3428574
16,8-Mar-20,11,Michoacán,1.2,1.31429,Mich,2.9867105
16,9-Mar-20,12,Michoacán,-6.1999998,0.057142999,Mich,1.1049826
16,10-Mar-20,13,Michoacán,1,0.114286,Mich,1.0398666
16,11-Mar-20,14,Michoacán,1.4,-0.085713997,Mich,0.89568043
16,12-Mar-20,15,Michoacán,2,-0.028571,Mich,0.96168196
16,13-Mar-20,16,Michoacán,2.5999999,0.25714299,Mich,1.3242532
16,14-Mar-20,17,Michoacán,6.5999999,1.22857,Mich,1.990034
16,15-Mar-20,18,Michoacán,2,1.34286,Mich,1.9140642
16,16-Mar-20,19,Michoacán,-6,1.37143,Mich,1.2489482
16,17-Mar-20,20,Michoacán,-1.2,1.05714,Mich,0.64473975
16,18-Mar-20,21,Michoacán,-5.4000001,0.085713997,Mich,-0.84828395
16,19-Mar-20,22,Michoacán,-9.3999996,-1.54286,Mich,-2.9993358
16,20-Mar-20,23,Michoacán,-15.6,-4.1428599,Mich,-6.0511632
16,21-Mar-20,24,Michoacán,-14.4,-7.1428599,Mich,-9.8126249
16,22-Mar-20,25,Michoacán,-20.6,-10.3714,Mich,-13.846058
16,23-Mar-20,26,Michoacán,-21.4,-12.5714,Mich,-15.72114
16,24-Mar-20,27,Michoacán,-23.6,-15.7714,Mich,-19.699438
16,25-Mar-20,28,Michoacán,-25,-18.5714,Mich,-23.121817
16,26-Mar-20,29,Michoacán,-26.6,-21.028601,Mich,-26.222815
16,27-Mar-20,30,Michoacán,-29.4,-23,Mich,-28.716715
16,28-Mar-20,31,Michoacán,-24,-24.371401,Mich,-30.190027
16,29-Mar-20,32,Michoacán,-29.799999,-25.685699,Mich,-31.5557
16,30-Mar-20,33,Michoacán,-27.200001,-26.514299,Mich,-32.414841
16,31-Mar-20,34,Michoacán,-25.4,-26.7714,Mich,-32.910957
16,1-Apr-20,35,Michoacán,-26.6,-27,Mich,-33.248947
16,2-Apr-20,36,Michoacán,-29.6,-27.4286,Mich,-33.866886
16,3-Apr-20,37,Michoacán,-32.200001,-27.8286,Mich,-34.647175
16,4-Apr-20,38,Michoacán,-28.4,-28.4571,Mich,-35.58028
16,5-Apr-20,39,Michoacán,-34.799999,-29.1714,Mich,-36.477962
16,6-Apr-20,40,Michoacán,-31.4,-29.7714,Mich,-37.59491
16,7-Apr-20,41,Michoacán,-31,-30.5714,Mich,-38.739082
16,8-Apr-20,42,Michoacán,-29.799999,-31.028601,Mich,-39.600433
16,9-Apr-20,43,Michoacán,-37,-32.085701,Mich,-40.897007
16,10-Apr-20,44,Michoacán,-52.400002,-34.971401,Mich,-43.676853
16,11-Apr-20,45,Michoacán,-42,-36.914299,Mich,-45.697903
16,12-Apr-20,46,Michoacán,-39.799999,-37.628601,Mich,-46.5546
16,13-Apr-20,47,Michoacán,-32.799999,-37.828602,Mich,-46.869102
16,14-Apr-20,48,Michoacán,-33.400002,-38.171398,Mich,-47.083946
16,15-Apr-20,49,Michoacán,-31,-38.342899,Mich,-47.128235
16,16-Apr-20,50,Michoacán,-32.599998,-37.714298,Mich,-46.479736
16,17-Apr-20,51,Michoacán,-35.599998,-35.314301,Mich,-44.314949
16,18-Apr-20,52,Michoacán,-33.799999,-34.142899,Mich,-43.143311
16,19-Apr-20,53,Michoacán,-38.599998,-33.971401,Mich,-42.848949
16,20-Apr-20,54,Michoacán,-37.400002,-34.628601,Mich,-43.121155
16,21-Apr-20,55,Michoacán,-40.799999,-35.685699,Mich,-43.725368
16,22-Apr-20,56,Michoacán,-41.400002,-37.171398,Mich,-44.686371
16,23-Apr-20,57,Michoacán,-41.599998,-38.4571,Mich,-45.612629
16,24-Apr-20,58,Michoacán,-42.400002,-39.4286,Mich,-46.387611
16,25-Apr-20,59,Michoacán,-38.200001,-40.057098,Mich,-46.83543
16,26-Apr-20,60,Michoacán,-42.200001,-40.5714,Mich,-47.282829
16,27-Apr-20,61,Michoacán,-39.400002,-40.857101,Mich,-47.67907
16,28-Apr-20,62,Michoacán,-38.599998,-40.5429,Mich,-47.704323
16,29-Apr-20,63,Michoacán,-36.400002,-39.828602,Mich,-47.324909
16,30-Apr-20,64,Michoacán,-31.6,-38.400002,Mich,-45.981838
16,1-May-20,65,Michoacán,-43.799999,-38.599998,Mich,-46.350597
16,2-May-20,66,Michoacán,-34.799999,-38.1143,Mich,-46.010628
16,3-May-20,67,Michoacán,-39,-37.657101,Mich,-45.675522
16,4-May-20,68,Michoacán,-35.400002,-37.085701,Mich,-45.204643
16,5-May-20,69,Michoacán,-37,-36.857101,Mich,-45.055805
16,6-May-20,70,Michoacán,-34.400002,-36.5714,Mich,-45.113831
16,7-May-20,71,Michoacán,-35.599998,-37.142899,Mich,-46.035656
16,8-May-20,72,Michoacán,,,Mich,0
16,9-May-20,73,Michoacán,,,Mich,0
16,10-May-20,74,Michoacán,,,Mich,0
16,11-May-20,75,Michoacán,,,Mich,0
16,12-May-20,76,Michoacán,,,Mich,0
16,13-May-20,77,Michoacán,,,Mich,0
16,14-May-20,78,Michoacán,,,Mich,0
16,15-May-20,79,Michoacán,,-37.142899,Mich,-46.035656
17,27-Feb-20,1,Morelos,4.8000002,4.77143,Mor,1.890146
17,28-Feb-20,2,Morelos,7.1999998,5.1142902,Mor,2.4199331
17,29-Feb-20,3,Morelos,5.4000001,5.08571,Mor,2.8990023
17,1-Mar-20,4,Morelos,8.1999998,4.9714298,Mor,3.2682176
17,2-Mar-20,5,Morelos,4.5999999,5.2571402,Mor,3.4790695
17,3-Mar-20,6,Morelos,2.8,5.1428599,Mor,3.57763
17,4-Mar-20,7,Morelos,2.8,5.1142902,Mor,3.9831676
17,5-Mar-20,8,Morelos,3.8,4.9714298,Mor,4.2334437
17,6-Mar-20,9,Morelos,3.2,4.4000001,Mor,3.8093014
17,7-Mar-20,10,Morelos,0.60000002,3.7142899,Mor,3.3428574
17,8-Mar-20,11,Morelos,3.4000001,3.0285699,Mor,2.9867105
17,9-Mar-20,12,Morelos,-9.8000002,0.97142899,Mor,1.1049826
17,10-Mar-20,13,Morelos,3.5999999,1.08571,Mor,1.0398666
17,11-Mar-20,14,Morelos,2.5999999,1.05714,Mor,0.89568043
17,12-Mar-20,15,Morelos,4,1.08571,Mor,0.96168196
17,13-Mar-20,16,Morelos,9.1999998,1.94286,Mor,1.3242532
17,14-Mar-20,17,Morelos,14.8,3.9714301,Mor,1.990034
17,15-Mar-20,18,Morelos,17.4,5.9714298,Mor,1.9140642
17,16-Mar-20,19,Morelos,-3.4000001,6.8857098,Mor,1.2489482
17,17-Mar-20,20,Morelos,2.4000001,6.7142901,Mor,0.64473975
17,18-Mar-20,21,Morelos,-5.5999999,5.54286,Mor,-0.84828395
17,19-Mar-20,22,Morelos,-9.3999996,3.6285701,Mor,-2.9993358
17,20-Mar-20,23,Morelos,-15.8,0.057142999,Mor,-6.0511632
17,21-Mar-20,24,Morelos,-16,-4.3428602,Mor,-9.8126249
17,22-Mar-20,25,Morelos,-19.6,-9.6285696,Mor,-13.846058
17,23-Mar-20,26,Morelos,-20,-12,Mor,-15.72114
17,24-Mar-20,27,Morelos,-23.4,-15.6857,Mor,-19.699438
17,25-Mar-20,28,Morelos,-24.6,-18.4,Mor,-23.121817
17,26-Mar-20,29,Morelos,-27.4,-20.971399,Mor,-26.222815
17,27-Mar-20,30,Morelos,-28.799999,-22.8286,Mor,-28.716715
17,28-Mar-20,31,Morelos,-27.200001,-24.4286,Mor,-30.190027
17,29-Mar-20,32,Morelos,-29.799999,-25.8857,Mor,-31.5557
17,30-Mar-20,33,Morelos,-28.6,-27.1143,Mor,-32.414841
17,31-Mar-20,34,Morelos,-29.200001,-27.9429,Mor,-32.910957
17,1-Apr-20,35,Morelos,-30.200001,-28.742901,Mor,-33.248947
17,2-Apr-20,36,Morelos,-33.200001,-29.5714,Mor,-33.866886
17,3-Apr-20,37,Morelos,-36,-30.6,Mor,-34.647175
17,4-Apr-20,38,Morelos,-35.599998,-31.799999,Mor,-35.58028
17,5-Apr-20,39,Morelos,-38.599998,-33.057098,Mor,-36.477962
17,6-Apr-20,40,Morelos,-35.599998,-34.057098,Mor,-37.59491
17,7-Apr-20,41,Morelos,-35.799999,-35,Mor,-38.739082
17,8-Apr-20,42,Morelos,-34.799999,-35.657101,Mor,-39.600433
17,9-Apr-20,43,Morelos,-38.599998,-36.4286,Mor,-40.897007
17,10-Apr-20,44,Morelos,-52,-38.714298,Mor,-43.676853
17,11-Apr-20,45,Morelos,-46.599998,-40.285702,Mor,-45.697903
17,12-Apr-20,46,Morelos,-44.200001,-41.085701,Mor,-46.5546
17,13-Apr-20,47,Morelos,-40.200001,-41.742901,Mor,-46.869102
17,14-Apr-20,48,Morelos,-40.200001,-42.371399,Mor,-47.083946
17,15-Apr-20,49,Morelos,-37.799999,-42.799999,Mor,-47.128235
17,16-Apr-20,50,Morelos,-39.400002,-42.914299,Mor,-46.479736
17,17-Apr-20,51,Morelos,-42,-41.485699,Mor,-44.314949
17,18-Apr-20,52,Morelos,-42.799999,-40.942902,Mor,-43.143311
17,19-Apr-20,53,Morelos,-45.799999,-41.171398,Mor,-42.848949
17,20-Apr-20,54,Morelos,-42.400002,-41.485699,Mor,-43.121155
17,21-Apr-20,55,Morelos,-44.200001,-42.057098,Mor,-43.725368
17,22-Apr-20,56,Morelos,-45.200001,-43.1143,Mor,-44.686371
17,23-Apr-20,57,Morelos,-46,-44.057098,Mor,-45.612629
17,24-Apr-20,58,Morelos,-47.200001,-44.799999,Mor,-46.387611
17,25-Apr-20,59,Morelos,-45.400002,-45.171398,Mor,-46.83543
17,26-Apr-20,60,Morelos,-48.200001,-45.514301,Mor,-47.282829
17,27-Apr-20,61,Morelos,-44.599998,-45.828602,Mor,-47.67907
17,28-Apr-20,62,Morelos,-45,-45.942902,Mor,-47.704323
17,29-Apr-20,63,Morelos,-43.400002,-45.685699,Mor,-47.324909
17,30-Apr-20,64,Morelos,-38.599998,-44.628601,Mor,-45.981838
17,1-May-20,65,Morelos,-50.200001,-45.057098,Mor,-46.350597
17,2-May-20,66,Morelos,-43.599998,-44.799999,Mor,-46.010628
17,3-May-20,67,Morelos,-46.200001,-44.514301,Mor,-45.675522
17,4-May-20,68,Morelos,-42.799999,-44.257099,Mor,-45.204643
17,5-May-20,69,Morelos,-45,-44.257099,Mor,-45.055805
17,6-May-20,70,Morelos,-45,-44.485699,Mor,-45.113831
17,7-May-20,71,Morelos,-46,-45.5429,Mor,-46.035656
17,8-May-20,72,Morelos,,,Mor,0
17,9-May-20,73,Morelos,,,Mor,0
17,10-May-20,74,Morelos,,,Mor,0
17,11-May-20,75,Morelos,,,Mor,0
17,12-May-20,76,Morelos,,,Mor,0
17,13-May-20,77,Morelos,,,Mor,0
17,14-May-20,78,Morelos,,,Mor,0
17,15-May-20,79,Morelos,,-45.5429,Mor,-46.035656
18,27-Feb-20,1,Nayarit,0.80000001,0.88571399,Nay,1.890146
18,28-Feb-20,2,Nayarit,4.8000002,1.28571,Nay,2.4199331
18,29-Feb-20,3,Nayarit,4,1.82857,Nay,2.8990023
18,1-Mar-20,4,Nayarit,4.1999998,2.54286,Nay,3.2682176
18,2-Mar-20,5,Nayarit,3,2.7428601,Nay,3.4790695
18,3-Mar-20,6,Nayarit,0,2.65714,Nay,3.57763
18,4-Mar-20,7,Nayarit,1,2.54286,Nay,3.9831676
18,5-Mar-20,8,Nayarit,1,2.57143,Nay,4.2334437
18,6-Mar-20,9,Nayarit,3.8,2.42857,Nay,3.8093014
18,7-Mar-20,10,Nayarit,4,2.42857,Nay,3.3428574
18,8-Mar-20,11,Nayarit,2.5999999,2.2,Nay,2.9867105
18,9-Mar-20,12,Nayarit,-8.3999996,0.57142901,Nay,1.1049826
18,10-Mar-20,13,Nayarit,0,0.57142901,Nay,1.0398666
18,11-Mar-20,14,Nayarit,0.60000002,0.51428598,Nay,0.89568043
18,12-Mar-20,15,Nayarit,1.8,0.62857097,Nay,0.96168196
18,13-Mar-20,16,Nayarit,5.8000002,0.91428602,Nay,1.3242532
18,14-Mar-20,17,Nayarit,14,2.34286,Nay,1.990034
18,15-Mar-20,18,Nayarit,9,3.2571399,Nay,1.9140642
18,16-Mar-20,19,Nayarit,-1.8,4.1999998,Nay,1.2489482
18,17-Mar-20,20,Nayarit,-0.80000001,4.08571,Nay,0.64473975
18,18-Mar-20,21,Nayarit,-8.6000004,2.77143,Nay,-0.84828395
18,19-Mar-20,22,Nayarit,-15.2,0.342857,Nay,-2.9993358
18,20-Mar-20,23,Nayarit,-19.799999,-3.31429,Nay,-6.0511632
18,21-Mar-20,24,Nayarit,-21.4,-8.3714304,Nay,-9.8126249
18,22-Mar-20,25,Nayarit,-29.4,-13.8571,Nay,-13.846058
18,23-Mar-20,26,Nayarit,-29,-17.742901,Nay,-15.72114
18,24-Mar-20,27,Nayarit,-31.799999,-22.1714,Nay,-19.699438
18,25-Mar-20,28,Nayarit,-34,-25.799999,Nay,-23.121817
18,26-Mar-20,29,Nayarit,-35.200001,-28.657101,Nay,-26.222815
18,27-Mar-20,30,Nayarit,-35.799999,-30.9429,Nay,-28.716715
18,28-Mar-20,31,Nayarit,-31.4,-32.371399,Nay,-30.190027
18,29-Mar-20,32,Nayarit,-36.799999,-33.4286,Nay,-31.5557
18,30-Mar-20,33,Nayarit,-34.400002,-34.200001,Nay,-32.414841
18,31-Mar-20,34,Nayarit,-32.799999,-34.342899,Nay,-32.910957
18,1-Apr-20,35,Nayarit,-34,-34.342899,Nay,-33.248947
18,2-Apr-20,36,Nayarit,-36.400002,-34.514301,Nay,-33.866886
18,3-Apr-20,37,Nayarit,-39.599998,-35.057098,Nay,-34.647175
18,4-Apr-20,38,Nayarit,-35.599998,-35.657101,Nay,-35.58028
18,5-Apr-20,39,Nayarit,-44.400002,-36.742901,Nay,-36.477962
18,6-Apr-20,40,Nayarit,-41.200001,-37.714298,Nay,-37.59491
18,7-Apr-20,41,Nayarit,-42.400002,-39.085701,Nay,-38.739082
18,8-Apr-20,42,Nayarit,-42.400002,-40.285702,Nay,-39.600433
18,9-Apr-20,43,Nayarit,-52.400002,-42.5714,Nay,-40.897007
18,10-Apr-20,44,Nayarit,-60.599998,-45.5714,Nay,-43.676853
18,11-Apr-20,45,Nayarit,-55.599998,-48.4286,Nay,-45.697903
18,12-Apr-20,46,Nayarit,-53,-49.657101,Nay,-46.5546
18,13-Apr-20,47,Nayarit,-46.200001,-50.371399,Nay,-46.869102
18,14-Apr-20,48,Nayarit,-47.200001,-51.057098,Nay,-47.083946
18,15-Apr-20,49,Nayarit,-44.799999,-51.400002,Nay,-47.128235
18,16-Apr-20,50,Nayarit,-46.400002,-50.5429,Nay,-46.479736
18,17-Apr-20,51,Nayarit,-48.599998,-48.828602,Nay,-44.314949
18,18-Apr-20,52,Nayarit,-47.799999,-47.714298,Nay,-43.143311
18,19-Apr-20,53,Nayarit,-53,-47.714298,Nay,-42.848949
18,20-Apr-20,54,Nayarit,-51.200001,-48.4286,Nay,-43.121155
18,21-Apr-20,55,Nayarit,-53.599998,-49.342899,Nay,-43.725368
18,22-Apr-20,56,Nayarit,-52.799999,-50.485699,Nay,-44.686371
18,23-Apr-20,57,Nayarit,-53.200001,-51.4571,Nay,-45.612629
18,24-Apr-20,58,Nayarit,-53.599998,-52.171398,Nay,-46.387611
18,25-Apr-20,59,Nayarit,-50.799999,-52.599998,Nay,-46.83543
18,26-Apr-20,60,Nayarit,-54.599998,-52.828602,Nay,-47.282829
18,27-Apr-20,61,Nayarit,-51.400002,-52.857101,Nay,-47.67907
18,28-Apr-20,62,Nayarit,-50.599998,-52.4286,Nay,-47.704323
18,29-Apr-20,63,Nayarit,-48.400002,-51.799999,Nay,-47.324909
18,30-Apr-20,64,Nayarit,-43.599998,-50.4286,Nay,-45.981838
18,1-May-20,65,Nayarit,-55.200001,-50.657101,Nay,-46.350597
18,2-May-20,66,Nayarit,-46.799999,-50.085701,Nay,-46.010628
18,3-May-20,67,Nayarit,-51,-49.5714,Nay,-45.675522
18,4-May-20,68,Nayarit,-46.599998,-48.8857,Nay,-45.204643
18,5-May-20,69,Nayarit,-47.400002,-48.4286,Nay,-45.055805
18,6-May-20,70,Nayarit,-46.599998,-48.171398,Nay,-45.113831
18,7-May-20,71,Nayarit,-48.200001,-48.828602,Nay,-46.035656
18,8-May-20,72,Nayarit,,,Nay,0
18,9-May-20,73,Nayarit,,,Nay,0
18,10-May-20,74,Nayarit,,,Nay,0
18,11-May-20,75,Nayarit,,,Nay,0
18,12-May-20,76,Nayarit,,,Nay,0
18,13-May-20,77,Nayarit,,,Nay,0
18,14-May-20,78,Nayarit,,,Nay,0
18,15-May-20,79,Nayarit,,-48.828602,Nay,-46.035656
19,27-Feb-20,1,Nuevo León,2.5999999,3.6285701,NL,1.890146
19,28-Feb-20,2,Nuevo León,11.4,5.4857101,NL,2.4199331
19,29-Feb-20,3,Nuevo León,13.4,6.8000002,NL,2.8990023
19,1-Mar-20,4,Nuevo León,10.8,7.6285701,NL,3.2682176
19,2-Mar-20,5,Nuevo León,8.8000002,7.8000002,NL,3.4790695
19,3-Mar-20,6,Nuevo León,5.4000001,7.7428598,NL,3.57763
19,4-Mar-20,7,Nuevo León,6,8.3428602,NL,3.9831676
19,5-Mar-20,8,Nuevo León,4.4000001,8.6000004,NL,4.2334437
19,6-Mar-20,9,Nuevo León,7.5999999,8.0571404,NL,3.8093014
19,7-Mar-20,10,Nuevo León,9.8000002,7.54286,NL,3.3428574
19,8-Mar-20,11,Nuevo León,10.6,7.5142899,NL,2.9867105
19,9-Mar-20,12,Nuevo León,-11,4.68571,NL,1.1049826
19,10-Mar-20,13,Nuevo León,4.8000002,4.5999999,NL,1.0398666
19,11-Mar-20,14,Nuevo León,4.8000002,4.4285698,NL,0.89568043
19,12-Mar-20,15,Nuevo León,7.5999999,4.8857098,NL,0.96168196
19,13-Mar-20,16,Nuevo León,8.8000002,5.0571399,NL,1.3242532
19,14-Mar-20,17,Nuevo León,8.3999996,4.8571401,NL,1.990034
19,15-Mar-20,18,Nuevo León,-1.8,3.08571,NL,1.9140642
19,16-Mar-20,19,Nuevo León,-29,0.51428598,NL,1.2489482
19,17-Mar-20,20,Nuevo León,-12.8,-2,NL,0.64473975
19,18-Mar-20,21,Nuevo León,-19.200001,-5.4285698,NL,-0.84828395
19,19-Mar-20,22,Nuevo León,-24.200001,-9.9714298,NL,-2.9993358
19,20-Mar-20,23,Nuevo León,-28,-15.2286,NL,-6.0511632
19,21-Mar-20,24,Nuevo León,-32.599998,-21.085699,NL,-9.8126249
19,22-Mar-20,25,Nuevo León,-36.599998,-26.0571,NL,-13.846058
19,23-Mar-20,26,Nuevo León,-33.599998,-26.7143,NL,-15.72114
19,24-Mar-20,27,Nuevo León,-36.200001,-30.0571,NL,-19.699438
19,25-Mar-20,28,Nuevo León,-38.400002,-32.799999,NL,-23.121817
19,26-Mar-20,29,Nuevo León,-38.799999,-34.8857,NL,-26.222815
19,27-Mar-20,30,Nuevo León,-36.599998,-36.1143,NL,-28.716715
19,28-Mar-20,31,Nuevo León,-33.599998,-36.257099,NL,-30.190027
19,29-Mar-20,32,Nuevo León,-41,-36.8857,NL,-31.5557
19,30-Mar-20,33,Nuevo León,-36.400002,-37.285702,NL,-32.414841
19,31-Mar-20,34,Nuevo León,-36.599998,-37.342899,NL,-32.910957
19,1-Apr-20,35,Nuevo León,-35.599998,-36.942902,NL,-33.248947
19,2-Apr-20,36,Nuevo León,-39.599998,-37.057098,NL,-33.866886
19,3-Apr-20,37,Nuevo León,-38.799999,-37.371399,NL,-34.647175
19,4-Apr-20,38,Nuevo León,-39,-38.142899,NL,-35.58028
19,5-Apr-20,39,Nuevo León,-46.599998,-38.942902,NL,-36.477962
19,6-Apr-20,40,Nuevo León,-44.200001,-40.057098,NL,-37.59491
19,7-Apr-20,41,Nuevo León,-45.799999,-41.371399,NL,-38.739082
19,8-Apr-20,42,Nuevo León,-44,-42.5714,NL,-39.600433
19,9-Apr-20,43,Nuevo León,-51.200001,-44.2286,NL,-40.897007
19,10-Apr-20,44,Nuevo León,-60.400002,-47.314301,NL,-43.676853
19,11-Apr-20,45,Nuevo León,-53,-49.314301,NL,-45.697903
19,12-Apr-20,46,Nuevo León,-50.799999,-49.914299,NL,-46.5546
19,13-Apr-20,47,Nuevo León,-46,-50.171398,NL,-46.869102
19,14-Apr-20,48,Nuevo León,-46.799999,-50.314301,NL,-47.083946
19,15-Apr-20,49,Nuevo León,-46.799999,-50.714298,NL,-47.128235
19,16-Apr-20,50,Nuevo León,-46.599998,-50.057098,NL,-46.479736
19,17-Apr-20,51,Nuevo León,-44.400002,-47.7714,NL,-44.314949
19,18-Apr-20,52,Nuevo León,-44,-46.485699,NL,-43.143311
19,19-Apr-20,53,Nuevo León,-48.799999,-46.200001,NL,-42.848949
19,20-Apr-20,54,Nuevo León,-47.400002,-46.400002,NL,-43.121155
19,21-Apr-20,55,Nuevo León,-49.200001,-46.742901,NL,-43.725368
19,22-Apr-20,56,Nuevo León,-49,-47.057098,NL,-44.686371
19,23-Apr-20,57,Nuevo León,-49.400002,-47.4571,NL,-45.612629
19,24-Apr-20,58,Nuevo León,-47.400002,-47.8857,NL,-46.387611
19,25-Apr-20,59,Nuevo León,-45,-48.028599,NL,-46.83543
19,26-Apr-20,60,Nuevo León,-52.200001,-48.514301,NL,-47.282829
19,27-Apr-20,61,Nuevo León,-50.200001,-48.914299,NL,-47.67907
19,28-Apr-20,62,Nuevo León,-51.400002,-49.2286,NL,-47.704323
19,29-Apr-20,63,Nuevo León,-48,-49.085701,NL,-47.324909
19,30-Apr-20,64,Nuevo León,-38.599998,-47.5429,NL,-45.981838
19,1-May-20,65,Nuevo León,-54.599998,-48.5714,NL,-46.350597
19,2-May-20,66,Nuevo León,-44.799999,-48.5429,NL,-46.010628
19,3-May-20,67,Nuevo León,-49.799999,-48.200001,NL,-45.675522
19,4-May-20,68,Nuevo León,-45.400002,-47.514301,NL,-45.204643
19,5-May-20,69,Nuevo León,-47.799999,-47,NL,-45.055805
19,6-May-20,70,Nuevo León,-46,-46.714298,NL,-45.113831
19,7-May-20,71,Nuevo León,-45.200001,-47.657101,NL,-46.035656
19,8-May-20,72,Nuevo León,,,NL,0
19,9-May-20,73,Nuevo León,,,NL,0
19,10-May-20,74,Nuevo León,,,NL,0
19,11-May-20,75,Nuevo León,,,NL,0
19,12-May-20,76,Nuevo León,,,NL,0
19,13-May-20,77,Nuevo León,,,NL,0
19,14-May-20,78,Nuevo León,,,NL,0
19,15-May-20,79,Nuevo León,,-47.657101,NL,-46.035656
20,27-Feb-20,1,Oaxaca,-2.5999999,-0.97142899,Oax,1.890146
20,28-Feb-20,2,Oaxaca,2.5999999,-0.48571399,Oax,2.4199331
20,29-Feb-20,3,Oaxaca,2.4000001,-0.028571,Oax,2.8990023
20,1-Mar-20,4,Oaxaca,2.2,0.51428598,Oax,3.2682176
20,2-Mar-20,5,Oaxaca,3.5999999,0.91428602,Oax,3.4790695
20,3-Mar-20,6,Oaxaca,2.2,1.22857,Oax,3.57763
20,4-Mar-20,7,Oaxaca,0.40000001,1.54286,Oax,3.9831676
20,5-Mar-20,8,Oaxaca,-1,1.77143,Oax,4.2334437
20,6-Mar-20,9,Oaxaca,-0.80000001,1.28571,Oax,3.8093014
20,7-Mar-20,10,Oaxaca,-1.8,0.68571401,Oax,3.3428574
20,8-Mar-20,11,Oaxaca,-1.6,0.142857,Oax,2.9867105
20,9-Mar-20,12,Oaxaca,-5.5999999,-1.17143,Oax,1.1049826
20,10-Mar-20,13,Oaxaca,0,-1.48571,Oax,1.0398666
20,11-Mar-20,14,Oaxaca,-0.2,-1.57143,Oax,0.89568043
20,12-Mar-20,15,Oaxaca,0.2,-1.4,Oax,0.96168196
20,13-Mar-20,16,Oaxaca,3.5999999,-0.771429,Oax,1.3242532
20,14-Mar-20,17,Oaxaca,4.5999999,0.142857,Oax,1.990034
20,15-Mar-20,18,Oaxaca,2.4000001,0.71428603,Oax,1.9140642
20,16-Mar-20,19,Oaxaca,-8.6000004,0.285714,Oax,1.2489482
20,17-Mar-20,20,Oaxaca,0.2,0.31428599,Oax,0.64473975
20,18-Mar-20,21,Oaxaca,-4.1999998,-0.25714299,Oax,-0.84828395
